Date12[DDMMYYYYhhmm],snow_depth[mm],snow_water_equivalent[mm],Tair[C],Tsurface[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2]
16/10/2011 21:00,0.000000,0.000000,37.050000,17.270136,67.137991,67.137991,0.000000,0.000000,0.000000,365.022703
16/10/2011 22:00,0.000000,0.000000,37.200000,18.135397,73.562110,73.562110,0.000000,0.000000,0.000000,377.657266
16/10/2011 23:00,0.000000,0.000000,37.650000,19.185277,81.605439,81.605439,0.000000,0.000000,0.000000,392.480694
17/10/2011 00:00,0.000000,0.000000,32.950000,14.491748,32.013611,32.013611,0.000000,0.000000,0.000000,373.014365
17/10/2011 01:00,0.000000,0.000000,27.100000,9.936971,-14.565933,-14.565933,0.000000,0.000000,0.000000,346.636777
17/10/2011 02:00,0.000000,0.000000,22.400000,8.594176,-26.659420,-26.659420,0.000000,0.000000,0.000000,328.435069
17/10/2011 03:00,0.000000,0.000000,-0.465000,1.974897,-91.565712,-91.565712,0.000000,0.000000,0.000000,250.900863
17/10/2011 04:00,0.000000,0.000000,-0.665000,1.713255,-89.385379,-89.385379,0.000000,0.000000,0.000000,251.236056
17/10/2011 05:00,0.000000,0.000000,-1.065000,1.389291,-88.018078,-88.018078,0.000000,0.000000,0.000000,251.381429
17/10/2011 06:00,0.000000,0.000000,-1.265000,1.365507,-83.761699,-83.761699,4.179859,0.000000,4.179859,252.610878
17/10/2011 07:00,0.000000,0.000000,-1.465000,3.812288,-54.784520,-54.784520,66.496678,3.770705,62.725973,253.655734
17/10/2011 08:00,0.000000,0.000000,-1.865000,8.090368,-8.683210,-8.683210,174.808962,35.321299,139.487662,253.991671
17/10/2011 09:00,0.000000,0.000000,-1.665000,11.955563,31.092308,31.092308,265.256997,68.788155,196.468842,257.589425
17/10/2011 10:00,0.000000,0.000000,0.635000,15.983658,70.682412,70.682412,335.285525,100.154010,235.131516,268.321091
17/10/2011 11:00,0.000000,0.000000,4.035000,18.936932,97.653923,97.653923,373.200667,118.791278,254.409389,280.759604
17/10/2011 12:00,0.000000,0.000000,7.635000,26.239477,166.652659,166.652659,611.175139,489.586242,121.588898,264.652057
17/10/2011 13:00,0.000000,0.000000,-5.350000,16.422348,61.249786,61.249786,567.224043,452.040265,115.183778,221.854027
17/10/2011 14:00,0.000000,0.000000,0.500000,14.909015,43.984940,43.984940,447.289685,331.272003,116.017682,245.277869
17/10/2011 15:00,0.000000,0.000000,14.400000,17.067044,64.436482,64.436482,293.608444,190.652452,102.955991,283.462480
17/10/2011 16:00,0.000000,0.000000,26.050000,13.451621,25.907269,25.907269,97.350648,27.074243,70.276405,311.664032
17/10/2011 17:00,0.000000,0.000000,30.200000,9.415388,-15.304901,-15.304901,4.659245,0.150071,4.509174,306.236108
17/10/2011 18:00,0.000000,0.000000,28.650000,6.542248,-43.009619,-43.009619,0.019114,0.000000,0.019114,300.177490
17/10/2011 19:00,0.000000,0.000000,37.550000,9.996359,-5.521528,-5.521528,0.000078,0.000000,0.000078,352.916777
17/10/2011 20:00,0.000000,0.000000,43.800000,13.349720,29.242824,29.242824,0.000000,0.000000,0.000000,403.728476
17/10/2011 21:00,0.000000,0.000000,45.200000,15.110365,46.339658,46.339658,0.000000,0.000000,0.000000,430.784596
17/10/2011 22:00,0.000000,0.000000,44.400000,15.720809,51.053883,51.053883,0.000000,0.000000,0.000000,439.447263
17/10/2011 23:00,0.000000,0.000000,40.550000,15.103515,43.163357,43.163357,0.000000,0.000000,0.000000,429.247419
18/10/2011 00:00,0.000000,0.000000,33.750000,13.093239,21.559221,21.559221,0.000000,0.000000,0.000000,398.227411
18/10/2011 01:00,0.000000,0.000000,32.100000,13.111107,21.439749,21.439749,0.000000,0.000000,0.000000,398.837836
18/10/2011 02:00,0.000000,0.000000,30.850000,13.056700,20.594474,20.594474,0.000000,0.000000,0.000000,398.144562
18/10/2011 03:00,0.000000,0.000000,30.450000,13.139552,21.174448,21.174448,0.000000,0.000000,0.000000,399.359884
18/10/2011 04:00,0.000000,0.000000,25.850000,11.457104,3.876008,3.876008,0.000000,0.000000,0.000000,373.996913
18/10/2011 05:00,0.000000,0.000000,28.800000,13.077333,20.743177,20.743177,0.000000,0.000000,0.000000,399.193803
18/10/2011 06:00,0.000000,0.000000,26.300000,12.434808,13.966352,13.966352,2.616255,0.000000,2.616255,387.323461
18/10/2011 07:00,0.000000,0.000000,30.700000,17.005761,60.211651,60.211651,48.630658,1.039837,47.590821,419.051348
18/10/2011 08:00,0.000000,0.000000,25.050000,19.419856,82.588532,82.588532,129.804511,9.174458,120.630053,387.679967
18/10/2011 09:00,0.000000,0.000000,10.350000,16.823965,53.260638,53.260638,198.916479,19.911853,179.004626,312.086837
18/10/2011 10:00,0.000000,0.000000,-16.750000,5.815002,-59.482195,-59.482195,263.061575,37.426279,225.635296,206.154400
18/10/2011 11:00,0.000000,0.000000,-5.900000,11.421856,0.430154,0.430154,374.334754,123.281863,251.052891,230.750594
18/10/2011 12:00,0.000000,0.000000,11.050000,29.917995,186.935970,186.935970,594.003015,465.873766,128.129249,286.852923
18/10/2011 13:00,0.000000,0.000000,11.700000,17.298742,52.110789,52.110789,537.899431,408.813718,129.085713,298.228678
18/10/2011 14:00,0.000000,0.000000,17.200000,17.863937,55.979221,55.979221,443.522541,329.538595,113.983946,287.775660
18/10/2011 15:00,0.000000,0.000000,12.150000,12.013048,-3.873573,-3.873573,296.258018,198.857450,97.400568,254.893319
18/10/2011 16:00,0.000000,0.000000,26.850000,15.822161,34.885455,34.885455,91.448075,23.525993,67.922083,310.358555
18/10/2011 17:00,0.000000,0.000000,34.350000,17.324030,48.698977,48.698977,4.166356,0.130094,4.036261,325.220466
18/10/2011 18:00,0.000000,0.000000,15.050000,6.551030,-60.079032,-60.079032,0.017092,0.000000,0.017092,257.359887
18/10/2011 19:00,0.000000,0.000000,27.850000,14.133251,19.579755,19.579755,0.000070,0.000000,0.000070,320.447861
18/10/2011 20:00,0.000000,0.000000,42.800000,22.151383,98.350773,98.350773,0.000000,0.000000,0.000000,406.713287
18/10/2011 21:00,0.000000,0.000000,46.100000,23.444055,108.373619,108.373619,0.000000,0.000000,0.000000,442.199629
18/10/2011 22:00,0.000000,0.000000,44.250000,23.669248,106.539835,106.539835,0.000000,0.000000,0.000000,445.722568
18/10/2011 23:00,0.000000,0.000000,43.650000,23.855629,104.997478,104.997478,0.000000,0.000000,0.000000,456.448117
19/10/2011 00:00,0.000000,0.000000,45.450000,20.686641,70.458559,70.458559,0.000000,0.000000,0.000000,489.026262
19/10/2011 01:00,0.000000,0.000000,31.900000,15.305243,13.903053,13.903053,0.000000,0.000000,0.000000,404.452910
19/10/2011 02:00,0.000000,0.000000,23.500000,11.977388,-19.346065,-19.346065,0.000000,0.000000,0.000000,356.282575
19/10/2011 03:00,0.000000,0.000000,19.400000,10.935764,-28.022180,-28.022180,0.000000,0.000000,0.000000,341.478543
19/10/2011 04:00,0.000000,0.000000,15.100000,9.530187,-40.029406,-40.029406,0.000000,0.000000,0.000000,323.578059
19/10/2011 05:00,0.000000,0.000000,13.100000,8.501273,-47.592351,-47.592351,0.000000,0.000000,0.000000,319.553806
19/10/2011 06:00,0.000000,0.000000,8.900000,7.110871,-58.720641,-58.720641,1.903362,0.000000,1.903362,305.551136
19/10/2011 07:00,0.000000,0.000000,9.100000,8.179457,-44.463393,-44.463393,34.272995,0.509153,33.763842,312.970839
19/10/2011 08:00,0.000000,0.000000,11.300000,13.223639,9.124203,9.124203,83.963271,1.711008,82.252263,328.408429
19/10/2011 09:00,0.000000,0.000000,6.150000,10.670788,-16.350500,-16.350500,113.791613,2.293523,111.498090,312.156583
19/10/2011 10:00,0.000000,0.000000,6.500000,12.932590,7.859941,7.859941,141.770136,3.013422,138.756714,315.979431
19/10/2011 11:00,0.000000,0.000000,4.350000,12.294107,1.717010,1.717010,221.185486,12.586339,208.599146,302.662648
19/10/2011 12:00,0.000000,0.000000,9.550000,15.845794,38.070480,38.070480,218.756675,12.176158,206.580518,327.104566
19/10/2011 13:00,0.000000,0.000000,18.500000,21.211256,91.286451,91.286451,189.468656,8.787336,180.681320,380.804168
19/10/2011 14:00,0.000000,0.000000,5.800000,8.136259,-44.116698,-44.116698,100.221480,2.031321,98.190160,325.305714
19/10/2011 15:00,0.000000,0.000000,2.150000,4.736674,-75.786934,-75.786934,62.602358,1.221764,61.380594,305.879745
19/10/2011 16:00,0.000000,0.000000,4.900000,7.115856,-47.823292,-47.823292,20.557721,0.312344,20.245376,316.122566
19/10/2011 17:00,0.000000,0.000000,2.500000,4.242345,-74.144828,-74.144828,0.917632,0.007075,0.910557,306.713107
19/10/2011 18:00,0.000000,0.000000,5.450000,5.956664,-53.032415,-53.032415,0.003764,0.000000,0.003764,321.304132
19/10/2011 19:00,0.000000,0.000000,10.600000,8.890840,-20.608966,-20.608966,0.000015,0.000000,0.000015,342.672183
19/10/2011 20:00,0.000000,0.000000,14.900000,10.499089,-3.030105,-3.030105,0.000000,0.000000,0.000000,365.524853
19/10/2011 21:00,0.000000,0.000000,16.600000,11.344683,6.025399,6.025399,0.000000,0.000000,0.000000,374.606690
19/10/2011 22:00,0.000000,0.000000,14.100000,9.944437,-8.010509,-8.010509,0.000000,0.000000,0.000000,361.339858
19/10/2011 23:00,0.000000,0.000000,14.000000,10.170989,-5.011814,-5.011814,0.000000,0.000000,0.000000,362.688265
20/10/2011 00:00,0.000000,0.000000,12.850000,9.795549,-8.234164,-8.234164,0.000000,0.000000,0.000000,357.914626
20/10/2011 01:00,0.000000,0.000000,12.750000,9.829538,-7.184656,-7.184656,0.000000,0.000000,0.000000,359.177993
20/10/2011 02:00,0.000000,0.000000,13.900000,10.270061,-2.084108,-2.084108,0.000000,0.000000,0.000000,366.213521
20/10/2011 03:00,0.000000,0.000000,12.750000,9.864279,-5.777705,-5.777705,0.000000,0.000000,0.000000,362.066932
20/10/2011 04:00,0.000000,0.000000,13.800000,10.420868,0.410567,0.410567,0.000000,0.000000,0.000000,368.492820
20/10/2011 05:00,0.000000,0.000000,17.700000,12.934549,25.925412,25.925412,0.000000,0.000000,0.000000,389.818089
20/10/2011 06:00,0.000000,0.000000,14.500000,10.023009,-4.147415,-4.147415,0.514332,0.000000,0.514332,372.690190
20/10/2011 07:00,0.000000,0.000000,9.400000,6.204161,-41.566009,-41.566009,10.431579,0.048448,10.383130,347.297801
20/10/2011 08:00,0.000000,0.000000,11.300000,7.223237,-28.980967,-28.980967,27.476980,0.186816,27.290165,356.697030
20/10/2011 09:00,0.000000,0.000000,9.850000,6.364048,-36.046152,-36.046152,39.461694,0.280262,39.181432,350.949370
20/10/2011 10:00,0.000000,0.000000,12.250000,8.071262,-17.425906,-17.425906,50.043664,0.381041,49.662623,362.219398
20/10/2011 11:00,0.000000,0.000000,12.450000,7.824762,-18.770720,-18.770720,60.635488,0.524175,60.111313,361.529183
20/10/2011 12:00,0.000000,0.000000,8.050000,5.013346,-45.711785,-45.711785,60.729797,0.537817,60.191980,340.090845
20/10/2011 13:00,0.000000,0.000000,9.100000,5.588193,-37.756758,-37.756758,54.237531,0.481866,53.755666,344.846951
20/10/2011 14:00,0.000000,0.000000,9.500000,7.323398,-18.864039,-18.864039,217.849947,37.123524,180.726423,292.298800
20/10/2011 15:00,0.000000,0.000000,16.050000,10.351618,11.890765,11.890765,133.553374,15.210560,118.342815,320.831801
20/10/2011 16:00,0.000000,0.000000,23.250000,13.119763,38.222328,38.222328,43.206083,1.471722,41.734361,344.558473
20/10/2011 17:00,0.000000,0.000000,21.600000,11.619186,22.395151,22.395151,1.868116,0.031701,1.836415,339.025510
20/10/2011 18:00,0.000000,0.000000,20.800000,11.173814,17.241336,17.241336,0.007664,0.000000,0.007664,339.790977
20/10/2011 19:00,0.000000,0.000000,23.550000,12.681178,31.452045,31.452045,0.000031,0.000000,0.000031,352.834963
20/10/2011 20:00,0.000000,0.000000,24.400000,12.928460,32.778553,32.778553,0.000000,0.000000,0.000000,358.470615
20/10/2011 21:00,0.000000,0.000000,13.950000,7.277722,-24.844388,-24.844388,0.000000,0.000000,0.000000,314.434435
20/10/2011 22:00,0.000000,0.000000,17.200000,9.237176,-3.904718,-3.904718,0.000000,0.000000,0.000000,330.803491
20/10/2011 23:00,0.000000,0.000000,19.400000,10.419387,8.155287,8.155287,0.000000,0.000000,0.000000,337.175472
21/10/2011 00:00,0.000000,0.000000,19.200000,10.311463,6.910149,6.910149,0.000000,0.000000,0.000000,339.047595
21/10/2011 01:00,0.000000,0.000000,18.800000,10.042298,4.126435,4.126435,0.000000,0.000000,0.000000,340.756857
21/10/2011 02:00,0.000000,0.000000,13.900000,7.488788,-21.466561,-21.466561,0.000000,0.000000,0.000000,322.609346
21/10/2011 03:00,0.000000,0.000000,14.750000,8.232634,-12.826413,-12.826413,0.000000,0.000000,0.000000,328.970965
21/10/2011 04:00,0.000000,0.000000,10.900000,5.954309,-34.972169,-34.972169,0.000000,0.000000,0.000000,313.272559
21/10/2011 05:00,0.000000,0.000000,11.050000,6.043958,-32.319608,-32.319608,0.000000,0.000000,0.000000,315.166345
21/10/2011 06:00,0.000000,0.000000,8.450000,4.506607,-46.188965,-46.188965,1.525698,0.000000,1.525698,305.566046
21/10/2011 07:00,0.000000,0.000000,5.850000,3.701400,-52.290990,-52.290990,33.156072,0.503837,32.652235,295.084152
21/10/2011 08:00,0.000000,0.000000,-1.900000,0.842734,-78.759704,-78.759704,95.965431,2.674674,93.290757,263.971754
21/10/2011 09:00,0.000000,0.000000,-5.150000,3.838676,-45.238512,-45.238512,148.408735,5.521845,142.886890,252.833740
21/10/2011 10:00,0.000000,0.000000,-22.050000,-0.777078,-87.183090,-87.183090,191.751069,9.208663,182.542405,196.730211
21/10/2011 11:00,0.000000,0.000000,-3.300000,13.735243,60.202237,60.202237,527.673553,372.205781,155.467772,231.323625
21/10/2011 12:00,0.000000,0.000000,16.400000,17.415155,93.011394,93.011394,558.061109,417.660992,140.400117,266.303883
21/10/2011 13:00,0.000000,0.000000,32.850000,21.585305,124.736241,124.736241,532.466460,412.437817,120.028643,314.204233
21/10/2011 14:00,0.000000,0.000000,27.300000,17.047960,76.892993,76.892993,293.280927,113.249843,180.031085,332.742871
21/10/2011 15:00,0.000000,0.000000,14.800000,9.784545,4.026510,4.026510,171.085741,43.913792,127.171949,287.256911
21/10/2011 16:00,0.000000,0.000000,17.000000,8.358532,-10.310770,-10.310770,51.073826,3.002257,48.071569,292.945261
21/10/2011 17:00,0.000000,0.000000,29.950000,11.282873,19.757939,19.757939,2.099631,0.043971,2.055660,348.487748
21/10/2011 18:00,0.000000,0.000000,31.600000,16.769567,70.702179,70.702179,0.008614,0.000000,0.008614,356.722132
21/10/2011 19:00,0.000000,0.000000,35.550000,18.244614,83.167587,83.167587,0.000035,0.000000,0.000035,382.162256
21/10/2011 20:00,0.000000,0.000000,16.750000,7.726726,-23.450446,-23.450446,0.000000,0.000000,0.000000,299.997043
21/10/2011 21:00,0.000000,0.000000,11.100000,4.296780,-57.014858,-57.014858,0.000000,0.000000,0.000000,280.573271
21/10/2011 22:00,0.000000,0.000000,9.450000,4.091237,-56.009353,-56.009353,0.000000,0.000000,0.000000,277.957551
21/10/2011 23:00,0.000000,0.000000,3.600000,1.108637,-83.448200,-83.448200,0.000000,0.000000,0.000000,257.829695
22/10/2011 00:00,0.000000,0.000000,-0.150000,-1.081848,-96.660845,-96.660845,0.000000,0.000000,0.000000,244.508306
22/10/2011 01:00,0.000000,0.000000,-3.800000,-3.085034,-112.779427,-112.779427,0.000000,0.000000,0.000000,234.000185
22/10/2011 02:00,0.000000,0.000000,-4.400000,-3.271441,-110.164799,-110.164799,0.000000,0.000000,0.000000,233.720615
22/10/2011 03:00,0.000000,0.000000,-7.950000,-5.212848,-125.223626,-125.223626,0.000000,0.000000,0.000000,224.118996
22/10/2011 04:00,0.000000,0.000000,-7.200000,-4.548420,-113.532459,-113.532459,0.000000,0.000000,0.000000,228.669845
22/10/2011 05:00,0.000000,0.000000,-3.200000,-2.934961,-91.426880,-91.426880,0.000000,0.000000,0.000000,244.848024
22/10/2011 06:00,0.000000,0.000000,2.800000,0.050947,-61.079039,-61.079039,1.643521,0.000000,1.643521,270.075504
22/10/2011 07:00,0.000000,0.000000,2.700000,1.007225,-49.162086,-49.162086,36.450579,0.625271,35.825308,271.559959
22/10/2011 08:00,0.000000,0.000000,-0.650000,1.291643,-44.547451,-44.547451,106.128038,4.364519,101.763519,260.454151
22/10/2011 09:00,0.000000,0.000000,-8.100000,0.724824,-48.797623,-48.797623,164.209321,9.317347,154.891974,235.905046
22/10/2011 10:00,0.000000,0.000000,-28.150000,-4.099370,-93.673568,-93.673568,211.661482,15.450148,196.211334,175.840180
22/10/2011 11:00,0.000000,0.000000,-15.500000,2.516385,-25.215954,-25.215954,577.932233,460.557446,117.374787,182.431070
22/10/2011 12:00,0.000000,0.000000,5.250000,19.881842,149.783342,149.783342,568.355444,438.503531,129.851913,253.512381
22/10/2011 13:00,0.000000,0.000000,11.750000,27.858119,223.921169,223.921169,513.906114,386.100706,127.805408,277.053468
22/10/2011 14:00,0.000000,0.000000,21.650000,19.155949,124.100927,124.100927,423.378066,313.497449,109.880617,298.359268
22/10/2011 15:00,0.000000,0.000000,30.450000,18.867965,114.431867,114.431867,263.483397,164.264807,99.218590,320.939573
22/10/2011 16:00,0.000000,0.000000,55.750000,27.391845,185.740213,185.740213,73.202484,14.808776,58.393708,434.466377
22/10/2011 17:00,0.000000,0.000000,63.700000,30.348169,197.994518,197.994518,2.723848,0.081243,2.642605,474.814000
22/10/2011 18:00,0.000000,0.000000,42.550000,20.599496,107.102948,107.102948,0.011174,0.000000,0.011174,368.577750
22/10/2011 19:00,0.000000,0.000000,49.200000,24.277958,136.150434,136.150434,0.000046,0.000000,0.000046,412.737310
22/10/2011 20:00,0.000000,0.000000,37.950000,19.012584,81.800995,81.800995,0.000000,0.000000,0.000000,366.997027
22/10/2011 21:00,0.000000,0.000000,36.000000,17.394645,63.592940,63.592940,0.000000,0.000000,0.000000,369.785948
22/10/2011 22:00,0.000000,0.000000,28.800000,11.443678,1.979215,1.979215,0.000000,0.000000,0.000000,340.503714
22/10/2011 23:00,0.000000,0.000000,24.850000,9.411640,-18.096783,-18.096783,0.000000,0.000000,0.000000,330.970021
23/10/2011 00:00,0.000000,0.000000,16.150000,6.289794,-48.351006,-48.351006,0.000000,0.000000,0.000000,296.527548
23/10/2011 01:00,0.000000,0.000000,9.100000,4.295780,-65.811770,-65.811770,0.000000,0.000000,0.000000,272.552173
23/10/2011 02:00,0.000000,0.000000,6.150000,3.157008,-73.896520,-73.896520,0.000000,0.000000,0.000000,264.681885
23/10/2011 03:00,0.000000,0.000000,8.650000,4.151984,-60.181986,-60.181986,0.000000,0.000000,0.000000,278.634230
23/10/2011 04:00,0.000000,0.000000,9.900000,4.708289,-51.639476,-51.639476,0.000000,0.000000,0.000000,288.057284
23/10/2011 05:00,0.000000,0.000000,6.950000,3.690525,-59.282900,-59.282900,0.000000,0.000000,0.000000,281.427616
23/10/2011 06:00,0.000000,0.000000,5.800000,3.173180,-61.582501,-61.582501,1.545066,0.000000,1.545066,281.786726
23/10/2011 07:00,0.000000,0.000000,4.350000,3.566524,-54.667500,-54.667500,34.349371,0.571898,33.777473,279.655140
23/10/2011 08:00,0.000000,0.000000,5.850000,5.970587,-27.826155,-27.826155,97.202074,3.108438,94.093636,290.265823
23/10/2011 09:00,0.000000,0.000000,2.600000,7.992548,-6.168915,-6.168915,142.445720,4.987693,137.458026,281.837299
23/10/2011 10:00,0.000000,0.000000,-19.000000,0.937250,-77.065549,-77.065549,177.592436,6.926235,170.666201,214.314477
23/10/2011 11:00,0.000000,0.000000,-12.500000,12.358257,41.638013,41.638013,441.009090,235.327437,205.681653,206.491875
23/10/2011 12:00,0.000000,0.000000,7.700000,23.986243,157.168633,157.168633,434.251250,222.242881,212.008369,278.189126
23/10/2011 13:00,0.000000,0.000000,15.950000,20.734284,116.932734,116.932734,378.340363,174.736341,203.604022,326.905836
23/10/2011 14:00,0.000000,0.000000,12.450000,14.859410,52.894628,52.894628,268.364987,89.772863,178.592124,303.410697
23/10/2011 15:00,0.000000,0.000000,10.550000,9.061424,-7.471504,-7.471504,165.736111,43.142337,122.593774,279.891119
23/10/2011 16:00,0.000000,0.000000,0.100000,-1.193722,-95.669870,-95.669870,46.095484,2.441916,43.653568,237.151479
23/10/2011 17:00,0.000000,0.000000,2.950000,3.213527,-60.878911,-60.878911,1.424344,0.024842,1.399501,275.198360
23/10/2011 18:00,0.000000,0.000000,19.500000,8.316789,-6.370968,-6.370968,0.005843,0.000000,0.005843,312.706617
23/10/2011 19:00,0.000000,0.000000,24.300000,10.844077,19.434589,19.434589,0.000024,0.000000,0.000024,334.941113
23/10/2011 20:00,0.000000,0.000000,25.800000,12.533230,35.530534,35.530534,0.000000,0.000000,0.000000,349.679201
23/10/2011 21:00,0.000000,0.000000,31.600000,15.935590,67.837074,67.837074,0.000000,0.000000,0.000000,384.586311
23/10/2011 22:00,0.000000,0.000000,28.050000,10.346795,9.442115,9.442115,0.000000,0.000000,0.000000,372.465563
23/10/2011 23:00,0.000000,0.000000,23.150000,10.686864,12.625039,12.625039,0.000000,0.000000,0.000000,352.181588
24/10/2011 00:00,0.000000,0.000000,27.900000,13.752517,43.104223,43.104223,0.000000,0.000000,0.000000,384.707666
24/10/2011 01:00,0.000000,0.000000,20.350000,8.667631,-9.801821,-9.801821,0.000000,0.000000,0.000000,347.883162
24/10/2011 02:00,0.000000,0.000000,15.750000,7.930961,-16.532215,-16.532215,0.000000,0.000000,0.000000,329.993439
24/10/2011 03:00,0.000000,0.000000,17.950000,8.831154,-6.486326,-6.486326,0.000000,0.000000,0.000000,343.220079
24/10/2011 04:00,0.000000,0.000000,17.950000,9.211403,-2.144287,-2.144287,0.000000,0.000000,0.000000,348.092366
24/10/2011 05:00,0.000000,0.000000,13.450000,7.460770,-19.465978,-19.465978,0.000000,0.000000,0.000000,330.146851
24/10/2011 06:00,0.000000,0.000000,13.450000,7.597362,-17.055034,-17.055034,1.028612,0.000000,1.028612,334.218697
24/10/2011 07:00,0.000000,0.000000,9.250000,6.212303,-30.029252,-30.029252,24.599508,0.302044,24.297464,317.326508
24/10/2011 08:00,0.000000,0.000000,10.400000,9.910053,8.722874,8.722874,72.624171,1.399456,71.224714,325.749812
24/10/2011 09:00,0.000000,0.000000,7.550000,10.254573,11.948078,11.948078,108.682200,2.235447,106.446753,316.811855
24/10/2011 10:00,0.000000,0.000000,7.400000,11.684713,26.008058,26.008058,125.487996,2.498174,122.989822,321.226864
24/10/2011 11:00,0.000000,0.000000,5.450000,8.843790,-3.668897,-3.668897,137.710554,2.811859,134.898695,315.962608
24/10/2011 12:00,0.000000,0.000000,6.850000,14.372448,52.443036,52.443036,214.283251,13.343523,200.939727,311.809555
