Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,140.000000 ,530.000000 ,1780.000000  
16/10/2011 11:00,734792.458333,0.958333,1,1,1,-0.327740,4.141954,4.993977 
16/10/2011 12:00,734792.500000,1.000000,1,1,1,-0.219776,4.097811,4.993269 
16/10/2011 13:00,734792.541667,1.041667,1,1,1,-0.152996,4.055367,4.992527 
16/10/2011 14:00,734792.583333,1.083333,1,1,1,-0.116990,4.014167,4.991754 
16/10/2011 15:00,734792.625000,1.125000,1,1,1,-0.093712,3.974008,4.990950 
16/10/2011 16:00,734792.666667,1.166667,1,1,1,-0.084982,3.934592,4.990115 
16/10/2011 17:00,734792.708333,1.208333,1,1,1,-0.083193,3.895758,4.989250 
16/10/2011 18:00,734792.750000,1.250000,1,1,1,-0.086359,3.857386,4.988355 
16/10/2011 19:00,734792.791667,1.291667,1,1,1,-0.121175,3.818842,4.987431 
16/10/2011 20:00,734792.833333,1.333333,1,1,1,-0.207221,3.779402,4.986476 
16/10/2011 21:00,734792.875000,1.375000,1,1,1,-0.311335,3.739010,4.985490 
16/10/2011 22:00,734792.916667,1.416667,1,1,1,-0.486851,3.696864,4.984471 
16/10/2011 23:00,734792.958333,1.458333,1,1,1,-0.752568,3.651996,4.983418 
17/10/2011 00:00,734793.000000,1.500000,1,1,1,-1.049488,3.604168,4.982328 
17/10/2011 01:00,734793.041667,1.541667,1,1,1,-1.302647,3.554001,4.981199 
17/10/2011 02:00,734793.083333,1.583333,1,1,1,-1.509674,3.502100,4.980030 
17/10/2011 03:00,734793.125000,1.625000,1,1,1,-1.537715,3.450613,4.978821 
17/10/2011 04:00,734793.166667,1.666667,1,1,1,-1.543594,3.399796,4.977573 
17/10/2011 05:00,734793.208333,1.708333,1,1,1,-1.547712,3.349660,4.976287 
17/10/2011 06:00,734793.250000,1.750000,1,1,1,-1.548922,3.300231,4.974962 
17/10/2011 07:00,734793.291667,1.791667,1,1,1,-1.503193,3.252050,4.973600 
17/10/2011 08:00,734793.333333,1.833333,1,1,1,-1.346627,3.206409,4.972203 
17/10/2011 09:00,734793.375000,1.875000,1,1,1,-1.105872,3.164276,4.970774 
17/10/2011 10:00,734793.416667,1.916667,1,1,1,-0.837379,3.125954,4.969316 
17/10/2011 11:00,734793.458333,1.958333,1,1,1,-0.598672,3.091077,4.967832 
17/10/2011 12:00,734793.500000,2.000000,1,1,1,-0.366174,3.059617,4.966323 
17/10/2011 13:00,734793.541667,2.041667,1,1,1,-0.220396,3.030560,4.964793 
17/10/2011 14:00,734793.583333,2.083333,1,1,1,-0.150096,3.002951,4.963243 
17/10/2011 15:00,734793.625000,2.125000,1,1,1,-0.121879,2.976181,4.961672 
17/10/2011 16:00,734793.666667,2.166667,1,1,1,-0.121344,2.949786,4.960082 
17/10/2011 17:00,734793.708333,2.208333,1,1,1,-0.135467,2.923520,4.958472 
17/10/2011 18:00,734793.750000,2.250000,1,1,1,-0.155674,2.897296,4.956843 
17/10/2011 19:00,734793.791667,2.291667,1,1,1,-0.199293,2.870786,4.955194 
17/10/2011 20:00,734793.833333,2.333333,1,1,1,-0.271602,2.843640,4.953525 
17/10/2011 21:00,734793.875000,2.375000,1,1,1,-0.381247,2.815440,4.951836 
17/10/2011 22:00,734793.916667,2.416667,1,1,1,-0.536270,2.785696,4.950123 
17/10/2011 23:00,734793.958333,2.458333,1,1,1,-0.730259,2.754013,4.948388 
18/10/2011 00:00,734794.000000,2.500000,1,1,1,-0.932195,2.720365,4.946627 
18/10/2011 01:00,734794.041667,2.541667,1,1,1,-1.165064,2.684438,4.944839 
18/10/2011 02:00,734794.083333,2.583333,1,1,1,-1.425825,2.645958,4.943022 
18/10/2011 03:00,734794.125000,2.625000,1,1,1,-1.723582,2.604542,4.941173 
18/10/2011 04:00,734794.166667,2.666667,1,1,1,-2.001784,2.560471,4.939292 
18/10/2011 05:00,734794.208333,2.708333,1,1,1,-2.342513,2.513062,4.937374 
18/10/2011 06:00,734794.250000,2.750000,1,1,1,-2.679009,2.462417,4.935418 
18/10/2011 07:00,734794.291667,2.791667,1,1,1,-3.058045,2.408091,4.933420 
18/10/2011 08:00,734794.333333,2.833333,1,1,1,-3.283674,2.351926,4.931380 
18/10/2011 09:00,734794.375000,2.875000,1,1,1,-3.186262,2.297706,4.929298 
18/10/2011 10:00,734794.416667,2.916667,1,1,1,-2.721653,2.249672,4.927180 
18/10/2011 11:00,734794.458333,2.958333,1,1,1,-2.116652,2.209363,4.925032 
18/10/2011 12:00,734794.500000,3.000000,1,1,1,-1.556809,2.176147,4.922859 
18/10/2011 13:00,734794.541667,3.041667,1,1,1,-1.182218,2.147773,4.920666 
18/10/2011 14:00,734794.583333,3.083333,1,1,1,-0.939570,2.122644,4.918454 
18/10/2011 15:00,734794.625000,3.125000,1,1,1,-0.736650,2.100259,4.916227 
18/10/2011 16:00,734794.666667,3.166667,1,1,1,-0.743158,2.078111,4.913984 
18/10/2011 17:00,734794.708333,3.208333,1,1,1,-0.886460,2.054582,4.911724 
18/10/2011 18:00,734794.750000,3.250000,1,1,1,-0.893932,2.031296,4.909447 
18/10/2011 19:00,734794.791667,3.291667,1,1,1,-1.062388,2.006363,4.907152 
18/10/2011 20:00,734794.833333,3.333333,1,1,1,-1.598956,1.975531,4.904835 
18/10/2011 21:00,734794.875000,3.375000,1,1,1,-2.362932,1.936268,4.902489 
18/10/2011 22:00,734794.916667,3.416667,1,1,1,-3.240403,1.887386,4.900106 
18/10/2011 23:00,734794.958333,3.458333,1,1,1,-4.190937,1.828171,4.897678 
19/10/2011 00:00,734795.000000,3.500000,1,1,1,-4.981181,1.760626,4.895198 
19/10/2011 01:00,734795.041667,3.541667,1,1,1,-5.443542,1.688684,4.892664 
19/10/2011 02:00,734795.083333,3.583333,1,1,1,-5.667079,1.615188,4.890073 
19/10/2011 03:00,734795.125000,3.625000,1,1,1,-5.756705,1.541719,4.887427 
19/10/2011 04:00,734795.166667,3.666667,1,1,1,-5.753606,1.469357,4.884725 
19/10/2011 05:00,734795.208333,3.708333,1,1,1,-5.694564,1.398736,4.881970 
19/10/2011 06:00,734795.250000,3.750000,1,1,1,-5.576707,1.330514,4.879163 
19/10/2011 07:00,734795.291667,3.791667,1,1,1,-5.390059,1.265454,4.876307 
19/10/2011 08:00,734795.333333,3.833333,1,1,1,-5.215563,1.203367,4.873404 
19/10/2011 09:00,734795.375000,3.875000,1,1,1,-4.964128,1.145102,4.870457 
19/10/2011 10:00,734795.416667,3.916667,1,1,1,-4.665342,1.091149,4.867470 
19/10/2011 11:00,734795.458333,3.958333,1,1,1,-4.242298,1.042881,4.864447 
19/10/2011 12:00,734795.500000,4.000000,1,1,1,-3.823590,1.000159,4.861393 
19/10/2011 13:00,734795.541667,4.041667,1,1,1,-3.541717,0.961313,4.858310 
19/10/2011 14:00,734795.583333,4.083333,1,1,1,-3.025863,0.928984,4.855204 
19/10/2011 15:00,734795.625000,4.125000,1,1,1,-2.516572,0.902992,4.852080 
19/10/2011 16:00,734795.666667,4.166667,1,1,1,-2.345849,0.879333,4.848940 
19/10/2011 17:00,734795.708333,4.208333,1,1,1,-1.964943,0.860392,4.845788 
19/10/2011 18:00,734795.750000,4.250000,1,1,1,-1.683417,0.844951,4.842626 
19/10/2011 19:00,734795.791667,4.291667,1,1,1,-1.621574,0.830432,4.839455 
19/10/2011 20:00,734795.833333,4.333333,1,1,1,-1.603150,0.816325,4.836275 
19/10/2011 21:00,734795.875000,4.375000,1,1,1,-1.605734,0.802381,4.833086 
19/10/2011 22:00,734795.916667,4.416667,1,1,1,-1.588538,0.788826,4.829890 
19/10/2011 23:00,734795.958333,4.458333,1,1,1,-1.569810,0.775671,4.826685 
20/10/2011 00:00,734796.000000,4.500000,1,1,1,-1.552126,0.762899,4.823473 
20/10/2011 01:00,734796.041667,4.541667,1,1,1,-1.535179,0.750495,4.820254 
20/10/2011 02:00,734796.083333,4.583333,1,1,1,-1.519418,0.738440,4.817028 
20/10/2011 03:00,734796.125000,4.625000,1,1,1,-1.503651,0.726730,4.813795 
20/10/2011 04:00,734796.166667,4.666667,1,1,1,-1.485865,0.715382,4.810556 
20/10/2011 05:00,734796.208333,4.708333,1,1,1,-1.474546,0.704317,4.807310 
20/10/2011 06:00,734796.250000,4.750000,1,1,1,-1.463492,0.693528,4.804059 
20/10/2011 07:00,734796.291667,4.791667,1,1,1,-1.446616,0.683078,4.800801 
20/10/2011 08:00,734796.333333,4.833333,1,1,1,-1.432736,0.672926,4.797539 
20/10/2011 09:00,734796.375000,4.875000,1,1,1,-1.418500,0.663073,4.794271 
20/10/2011 10:00,734796.416667,4.916667,1,1,1,-1.408199,0.653470,4.790998 
20/10/2011 11:00,734796.458333,4.958333,1,1,1,-1.398748,0.644103,4.787720 
20/10/2011 12:00,734796.500000,5.000000,1,1,1,-1.374572,0.626212,4.781152 
20/10/2011 13:00,734796.541667,5.041667,1,1,1,-1.356352,0.617691,4.777861 
20/10/2011 14:00,734796.583333,5.083333,1,1,1,-1.338513,0.609486,4.774566 
20/10/2011 15:00,734796.625000,5.125000,1,1,1,-1.326737,0.601524,4.771268 
20/10/2011 16:00,734796.666667,5.166667,1,1,1,-1.333964,0.593582,4.767966 
20/10/2011 17:00,734796.708333,5.208333,1,1,1,-1.344362,0.585626,4.764660 
20/10/2011 18:00,734796.750000,5.250000,1,1,1,-1.356988,0.577629,4.761351 
20/10/2011 19:00,734796.791667,5.291667,1,1,1,-1.377829,0.569498,4.758038 
20/10/2011 20:00,734796.833333,5.333333,1,1,1,-1.403502,0.561180,4.754720 
20/10/2011 21:00,734796.875000,5.375000,1,1,1,-1.413695,0.552855,4.751399 
20/10/2011 22:00,734796.916667,5.416667,1,1,1,-1.424340,0.544517,4.748074 
20/10/2011 23:00,734796.958333,5.458333,1,1,1,-1.439715,0.536113,4.744745 
21/10/2011 00:00,734797.000000,5.500000,1,1,1,-1.456686,0.527625,4.741412 
21/10/2011 01:00,734797.041667,5.541667,1,1,1,-1.474849,0.519041,4.738075 
21/10/2011 02:00,734797.083333,5.583333,1,1,1,-1.485991,0.510443,4.734733 
21/10/2011 03:00,734797.125000,5.625000,1,1,1,-1.496977,0.501832,4.731388 
21/10/2011 04:00,734797.166667,5.666667,1,1,1,-1.502286,0.493274,4.728038 
21/10/2011 05:00,734797.208333,5.708333,1,1,1,-1.509800,0.484742,4.724684 
21/10/2011 06:00,734797.250000,5.750000,1,1,1,-1.513973,0.476276,4.721326 
21/10/2011 07:00,734797.291667,5.791667,1,1,1,-1.513168,0.467929,4.717964 
21/10/2011 08:00,734797.333333,5.833333,1,1,1,-1.497265,0.459874,4.714599 
21/10/2011 09:00,734797.375000,5.875000,1,1,1,-1.470839,0.444602,4.707857 
21/10/2011 10:00,734797.416667,5.916667,1,1,1,-1.445926,0.430295,4.701104 
21/10/2011 11:00,734797.458333,5.958333,1,1,1,-1.421867,0.416902,4.694339 
21/10/2011 12:00,734797.500000,6.000000,1,1,1,-1.398057,0.404389,4.687565 
21/10/2011 13:00,734797.541667,6.041667,1,1,1,-1.426206,0.397964,4.684175 
21/10/2011 14:00,734797.583333,6.083333,1,1,1,-1.449508,0.391354,4.680782 
21/10/2011 15:00,734797.625000,6.125000,1,1,1,-1.435386,0.384989,4.677386 
21/10/2011 16:00,734797.666667,6.166667,1,1,1,-1.423912,0.378836,4.673989 
21/10/2011 17:00,734797.708333,6.208333,1,1,1,-1.446517,0.372503,4.670589 
21/10/2011 18:00,734797.750000,6.250000,1,1,1,-1.498515,0.365657,4.667186 
21/10/2011 19:00,734797.791667,6.291667,1,1,1,-1.574929,0.358026,4.663781 
21/10/2011 20:00,734797.833333,6.333333,1,1,1,-1.614634,0.350041,4.660371 
21/10/2011 21:00,734797.875000,6.375000,1,1,1,-1.642700,0.341839,4.656958 
21/10/2011 22:00,734797.916667,6.416667,1,1,1,-1.655814,0.333594,4.653541 
21/10/2011 23:00,734797.958333,6.458333,1,1,1,-1.656889,0.325446,4.650120 
22/10/2011 00:00,734798.000000,6.500000,1,1,1,-1.646444,0.317523,4.646695 
22/10/2011 01:00,734798.041667,6.541667,1,1,1,-1.616827,0.302571,4.639837 
22/10/2011 02:00,734798.083333,6.583333,1,1,1,-1.587914,0.288660,4.632967 
22/10/2011 03:00,734798.125000,6.625000,1,1,1,-1.560698,0.275727,4.626086 
22/10/2011 04:00,734798.166667,6.666667,1,1,1,-1.534581,0.263716,4.619198 
22/10/2011 05:00,734798.208333,6.708333,1,1,1,-1.508222,0.252600,4.612302 
22/10/2011 06:00,734798.250000,6.750000,1,1,1,-1.509704,0.247166,4.608852 
22/10/2011 07:00,734798.291667,6.791667,1,1,1,-1.514233,0.241749,4.605400 
22/10/2011 08:00,734798.333333,6.833333,1,1,1,-1.506575,0.236486,4.601947 
22/10/2011 09:00,734798.375000,6.875000,1,1,1,-1.483328,0.226616,4.595037 
22/10/2011 10:00,734798.416667,6.916667,1,1,1,-1.347893,0.214332,4.584667 
22/10/2011 11:00,734798.458333,6.958333,1,1,1,-0.941892,0.215815,4.581214 
22/10/2011 12:00,734798.500000,7.000000,1,1,1,-0.688799,0.220128,4.577767 
22/10/2011 13:00,734798.541667,7.041667,1,1,1,-0.468859,0.226849,4.574328 
22/10/2011 14:00,734798.583333,7.083333,1,1,1,-0.406403,0.234165,4.570897 
22/10/2011 15:00,734798.625000,7.125000,1,1,1,-0.448688,0.240891,4.567475 
22/10/2011 16:00,734798.666667,7.166667,1,1,1,-0.854075,0.242932,4.564057 
22/10/2011 17:00,734798.708333,7.208333,1,1,1,-1.878197,0.233273,4.560634 
22/10/2011 18:00,734798.750000,7.250000,1,1,1,-2.792752,0.213261,4.557198 
22/10/2011 19:00,734798.791667,7.291667,1,1,1,-4.137716,0.178034,4.553736 
22/10/2011 20:00,734798.833333,7.333333,1,1,1,-5.237065,0.130596,4.550240 
22/10/2011 21:00,734798.875000,7.375000,1,1,1,-6.228104,0.072351,4.546701 
22/10/2011 22:00,734798.916667,7.416667,1,1,1,-6.828027,0.007984,4.543114 
22/10/2011 23:00,734798.958333,7.458333,1,1,1,-7.325934,-0.003849,4.539518 
23/10/2011 00:00,734799.000000,7.500000,1,1,1,-7.519320,-0.003961,4.535922 
23/10/2011 01:00,734799.041667,7.541667,1,1,1,-7.527163,-0.004075,4.532327 
23/10/2011 02:00,734799.083333,7.583333,1,1,1,-7.458306,-0.004190,4.528732 
23/10/2011 03:00,734799.125000,7.625000,1,1,1,-7.409093,-0.004307,4.525138 
23/10/2011 04:00,734799.166667,7.666667,1,1,1,-7.377929,-0.004426,4.521544 
23/10/2011 05:00,734799.208333,7.708333,1,1,1,-7.289464,-0.004545,4.517950 
23/10/2011 06:00,734799.250000,7.750000,1,1,1,-7.150783,-0.004664,4.514357 
23/10/2011 07:00,734799.291667,7.791667,1,1,1,-6.969683,-0.004782,4.510764 
23/10/2011 08:00,734799.333333,7.833333,1,1,1,-6.785549,-0.004897,4.507172 
23/10/2011 09:00,734799.375000,7.875000,1,1,1,-6.489739,-0.005009,4.503581 
23/10/2011 10:00,734799.416667,7.916667,1,1,1,-5.907828,-0.005109,4.499991 
23/10/2011 11:00,734799.458333,7.958333,1,1,1,-4.983740,-0.005190,4.496402 
23/10/2011 12:00,734799.500000,8.000000,1,1,1,-4.264261,-0.005256,4.492814 
23/10/2011 13:00,734799.541667,8.041667,1,1,1,-3.757237,-0.005311,4.489229 
23/10/2011 14:00,734799.583333,8.083333,1,1,1,-3.361521,-0.005357,4.485646 
23/10/2011 15:00,734799.625000,8.125000,1,1,1,-2.995609,-0.005395,4.482064 
23/10/2011 16:00,734799.666667,8.166667,1,1,1,-2.382483,-0.005419,4.478486 
23/10/2011 17:00,734799.708333,8.208333,1,1,1,-2.245304,-0.005441,4.474909 
23/10/2011 18:00,734799.750000,8.250000,1,1,1,-2.343890,-0.005464,4.471336 
23/10/2011 19:00,734799.791667,8.291667,1,1,1,-2.623954,-0.005494,4.467764 
23/10/2011 20:00,734799.833333,8.333333,1,1,1,-3.006526,-0.005533,4.464195 
23/10/2011 21:00,734799.875000,8.375000,1,1,1,-3.646753,-0.005588,4.460627 
23/10/2011 22:00,734799.916667,8.416667,1,1,1,-4.015123,-0.005652,4.457062 
23/10/2011 23:00,734799.958333,8.458333,1,1,1,-4.392273,-0.005726,4.453498 
24/10/2011 00:00,734800.000000,8.500000,1,1,1,-4.922715,-0.005814,4.449935 
24/10/2011 01:00,734800.041667,8.541667,1,1,1,-5.200951,-0.005910,4.446373 
24/10/2011 02:00,734800.083333,8.583333,1,1,1,-5.383613,-0.006011,4.442813 
24/10/2011 03:00,734800.125000,8.625000,1,1,1,-5.609991,-0.006120,4.439254 
24/10/2011 04:00,734800.166667,8.666667,1,1,1,-5.823712,-0.006237,4.435696 
24/10/2011 05:00,734800.208333,8.708333,1,1,1,-5.938780,-0.006358,4.432139 
24/10/2011 06:00,734800.250000,8.750000,1,1,1,-6.030075,-0.006484,4.428582 
24/10/2011 07:00,734800.291667,8.791667,1,1,1,-5.992087,-0.006611,4.425027 
24/10/2011 08:00,734800.333333,8.833333,1,1,1,-5.915202,-0.006737,4.421473 
24/10/2011 09:00,734800.375000,8.875000,1,1,1,-5.731626,-0.006861,4.417919 
24/10/2011 10:00,734800.416667,8.916667,1,1,1,-5.498877,-0.006980,4.414367 
24/10/2011 11:00,734800.458333,8.958333,1,1,1,-5.159009,-0.007091,4.410816 
24/10/2011 12:00,734800.500000,9.000000,1,1,1,-4.814105,-0.007193,4.407267 
