Date,Iprec[mm/h],WindS[m/s],WindDir[deg],RelHum[%],AirT[C],SWglobal[W/m2],TauCloudiness[-]
14/08/2007 19:00,0,0,337.5,90,13.3,37,0.666792
14/08/2007 20:00,0,0.3,0,94,12.2,0,0.663272
14/08/2007 21:00,0,0.1,45,95,11.6,0,0.659751
14/08/2007 22:00,0,0.2,22.5,95,10.6,0,0.656231
14/08/2007 23:00,0,0.3,315,93,10.8,0,0.65271
15/08/2007 0:00,0,0.5,315,91,11.1,0,0.64919
15/08/2007 1:00,0,0.3,315,90,10.6,0,0.645669
15/08/2007 2:00,0,0.2,315,91,10.8,0,0.642149
15/08/2007 3:00,0,0,292.5,92,10.5,0,0.638628
15/08/2007 4:00,0,0.6,292.5,89,10.7,0,0.635108
15/08/2007 5:00,0,0.7,292.5,87,10.9,0,0.631587
15/08/2007 6:00,0,0.9,292.5,86,11.5,5,0.628067
15/08/2007 7:00,0,0.8,0,77,13.1,136,0.624546
15/08/2007 8:00,0,0.1,157.5,69,15.2,363,0.621026
15/08/2007 9:00,0,0.9,157.5,68,16.2,300,0.617505
15/08/2007 10:00,0,1.5,135,66,17.3,441,0.617505
15/08/2007 11:00,0,1.6,135,57,18.2,643,0.7706
15/08/2007 12:00,0,1.8,135,55,19,629,0.7706
15/08/2007 13:00,0,1,135,58,18.3,209,0.315006
15/08/2007 14:00,0,0.6,0,54,19.2,329,0.315006
15/08/2007 15:00,0,1.2,111.5,52,19.7,333,0.476564
15/08/2007 16:00,0,1.6,67.5,53,19.6,288,0.476564
15/08/2007 17:00,0,0.8,90,55,19.4,230,0.476564
15/08/2007 18:00,0,0.5,337.5,64,17.8,106,0.476564
15/08/2007 19:00,0,0.2,45,73,15.6,17,0.506058
15/08/2007 20:00,0,0.3,0,79,14.3,0,0.535553
15/08/2007 21:00,0,0,22.5,84,13.3,0,0.565047
15/08/2007 22:00,0,0.1,22.5,87,12.9,0,0.594542
15/08/2007 23:00,0,0,0,90,12.4,0,0.624037
16/08/2007 0:00,0,0,337.5,93,12.2,0,0.653531
16/08/2007 1:00,0,0,0,94,12,0,0.683026
16/08/2007 2:00,0,0.1,22.5,95,11.8,0,0.71252
16/08/2007 3:00,0,0.2,22.5,95,11.3,0,0.742015
16/08/2007 4:00,0.2,0.3,90,95,11.3,0,0.771509
16/08/2007 5:00,0,0,22.5,94,10.9,0,0.801004
16/08/2007 6:00,0,0.6,0,94,11.4,5,0.830498
16/08/2007 7:00,0,0.2,337.5,85,13.4,117,0.859993
16/08/2007 8:00,0,0.6,111.5,73,16,319,0.889487
16/08/2007 9:00,0,1.6,111.5,70,16.5,495,0.918982
16/08/2007 10:00,0,2.2,135,72,17,584,0.918982
16/08/2007 11:00,0,2.3,111.5,65,18.4,645,0.637001
16/08/2007 12:00,0,2,111.5,66,18.4,387,0.637001
16/08/2007 13:00,0,2.3,90,65,18.6,291,0.353492
16/08/2007 14:00,0,2.5,0,63,19.1,310,0.353492
16/08/2007 15:00,0,2.7,90,61,19.4,424,0.712821
16/08/2007 16:00,0,3,111.5,59,19.9,621,0.712821
16/08/2007 17:00,0,3.1,90,64,18.5,249,0.712821
16/08/2007 18:00,0,2.7,90,71,17.2,63,0.712821
16/08/2007 19:00,0,2,67.5,80,16.1,19,0.70005
16/08/2007 20:00,0,0.2,45,88,14.1,0,0.687278
16/08/2007 21:00,0,0.2,157.5,93,13.3,0,0.674506
16/08/2007 22:00,0,0.2,22.5,95,13.1,0,0.661735
16/08/2007 23:00,0,0.1,111.5,93,12.9,0,0.648963
17/08/2007 0:00,0,0,45,92,12.7,0,0.636192
17/08/2007 1:00,0,0.1,90,93,12.7,0,0.62342
17/08/2007 2:00,0,0.3,90,93,12.7,0,0.610649
17/08/2007 3:00,0,0.5,22.5,94,12.4,0,0.597877
17/08/2007 4:00,0,0.4,22.5,94,11.8,0,0.585105
17/08/2007 5:00,0,0.8,0,95,11.5,0,0.572334
17/08/2007 6:00,0,0.2,0,94,11.4,12,0.559562
17/08/2007 7:00,0,0.3,22.5,94,12.3,47,0.546791
17/08/2007 8:00,0,0.1,22.5,85,13.8,110,0.534019
17/08/2007 9:00,0,1.3,157.5,85,14.5,181,0.521247
17/08/2007 10:00,0,2.9,90,72,15.8,458,0.521247
17/08/2007 11:00,0,3.1,90,78,15.2,377,0.659646
17/08/2007 12:00,0,3.4,90,71,16,715,0.659646
17/08/2007 13:00,0.2,3.8,90,80,14.6,458,0.387583
17/08/2007 14:00,3.2,2.2,90,83,12.7,206,0.387583
17/08/2007 15:00,1.6,2.6,22.5,86,12.2,387,0.44961
17/08/2007 16:00,0.2,2.3,0,78,12.2,265,0.44961
17/08/2007 17:00,0,1.5,315,76,12.4,171,0.44961
17/08/2007 18:00,0,1.5,292.5,69,12.8,159,0.44961
17/08/2007 19:00,0,0.9,315,78,11.9,40,0.457945
17/08/2007 20:00,0,0.9,247.5,86,10.8,0,0.466279
17/08/2007 21:00,0,0.6,225,89,10.2,0,0.474614
17/08/2007 22:00,0,0.6,270,89,9.8,0,0.482948
17/08/2007 23:00,0,0.4,337.5,88,9.6,0,0.491282
18/08/2007 0:00,0,0.7,225,89,9.2,0,0.499617
18/08/2007 1:00,0,0.6,225,89,8.3,0,0.507951
18/08/2007 2:00,0,0.2,315,86,8,0,0.516286
18/08/2007 3:00,0,0.1,315,84,8.2,0,0.52462
18/08/2007 4:00,0,1.1,292.5,81,8.6,0,0.532954
18/08/2007 5:00,0,1.3,90,80,8.6,0,0.541289
18/08/2007 6:00,0,1.4,0,79,9,16,0.549623
18/08/2007 7:00,0,2,45,78,9.7,108,0.557958
18/08/2007 8:00,0,2.7,0,76,10.5,159,0.566292
18/08/2007 9:00,0,1.3,0,73,12.4,342,0.574627
18/08/2007 10:00,0,0.6,180,69,13.7,321,0.574627
18/08/2007 11:00,0,0.4,180,71,14,281,0.398426
18/08/2007 12:00,0,1.6,135,65,14.8,375,0.398426
18/08/2007 13:00,0,2.1,111.5,66,15.1,347,0.333468
18/08/2007 14:00,0,2,111.5,61,15.2,223,0.333468
18/08/2007 15:00,0,2.2,111.5,62,15.1,237,0.337179
18/08/2007 16:00,0,1.7,67.5,65,14.9,195,0.337179
18/08/2007 17:00,0,1.2,90,64,14.6,160,0.337179
18/08/2007 18:00,0,0.7,0,73,13,45,0.337179
18/08/2007 19:00,0,0.1,0,80,12.1,14,0.372027
18/08/2007 20:00,0,0,337.5,84,11.5,0,0.406874
18/08/2007 21:00,0,0,22.5,88,10.8,0,0.441722
18/08/2007 22:00,0,0,90,89,10.8,0,0.47657
18/08/2007 23:00,0.2,0.2,292.5,90,11,0,0.511417
19/08/2007 0:00,0,1.2,337.5,89,11,0,0.546265
19/08/2007 1:00,0,0.7,337.5,87,11,0,0.581113
19/08/2007 2:00,0,0.8,90,85,10.8,0,0.61596
19/08/2007 3:00,0,0.8,270,89,10.4,0,0.650808
19/08/2007 4:00,0,0.9,270,90,9.7,0,0.685656
19/08/2007 5:00,0,0.3,67.5,92,9.1,0,0.720503
19/08/2007 6:00,0,2,0,92,8.9,5,0.755351
19/08/2007 7:00,0,3,337.5,87,9.9,134,0.790198
19/08/2007 8:00,0,4.3,22.5,82,11.2,342,0.825046
19/08/2007 9:00,0,4.5,22.5,80,12.5,589,0.859894
19/08/2007 10:00,0,2,45,68,14.3,478,0.859894
19/08/2007 11:00,0,1.5,135,60,15.9,690,0.581169
19/08/2007 12:00,0,1.4,135,63,15.4,239,0.581169
19/08/2007 13:00,0,1.3,90,64,15.3,249,0.323306
19/08/2007 14:00,0.2,0.8,22.5,74,14.9,296,0.323306
19/08/2007 15:00,0.4,1.5,157.5,75,14.5,284,0.360795
19/08/2007 16:00,0,1.2,135,80,14.3,211,0.360795
19/08/2007 17:00,0,1.4,111.5,80,14.3,145,0.360795
19/08/2007 18:00,0.8,1.5,90,86,13,40,0.360795
19/08/2007 19:00,1.2,2,0,87,11.6,17,0.339529
19/08/2007 20:00,0.2,0.5,0,96,11,0,0.318262
19/08/2007 21:00,0,0,45,98,10.6,0,0.296996
19/08/2007 22:00,0,0,22.5,100,10.4,0,0.275729
19/08/2007 23:00,0,0.1,22.5,98,10.2,0,0.254463
20/08/2007 0:00,0,2.6,0,88,9.7,0,0.233196
20/08/2007 1:00,0.2,1.7,45,88,8.7,0,0.211929
20/08/2007 2:00,1.2,1.7,270,92,8.4,0,0.190663
20/08/2007 3:00,0.6,1.2,292.5,93,8.2,0,0.169396
20/08/2007 4:00,2.4,0.6,0,95,7.6,0,0.14813
20/08/2007 5:00,0.2,0.8,337.5,95,7.4,0,0.126863
20/08/2007 6:00,6.8,0.8,315,98,7.3,0,0.105597
20/08/2007 7:00,7.2,0.2,315,98,6.8,0,0.08433
20/08/2007 8:00,10.8,0.8,337.5,95,5.5,0,0.063064
20/08/2007 9:00,10.6,0.5,315,96,4,0,0.041797
20/08/2007 10:00,6.4,0.9,315,97,2.5,56,0.041797
20/08/2007 11:00,0.6,1.2,45,92,4.9,272,0.493616
20/08/2007 12:00,0,2.2,0,78,7.4,549,0.493616
20/08/2007 13:00,0,2.6,0,80,8.2,417,0.298915
20/08/2007 14:00,0,2.6,337.5,83,7.8,98,0.298915
20/08/2007 15:00,0,1.2,315,83,8.2,82,0.16766
20/08/2007 16:00,1,0.4,337.5,89,8.5,96,0.16766
20/08/2007 17:00,0.6,0,135,93,8.7,98,0.16766
20/08/2007 18:00,0,0.4,111.5,97,8,28,0.16766
20/08/2007 19:00,0.4,0,135,100,7.9,0,0.175237
20/08/2007 20:00,0,0,90,100,7.9,0,0.182814
20/08/2007 21:00,0.2,0,270,100,7.8,0,0.190391
20/08/2007 22:00,0.2,0,90,100,7.7,0,0.197968
20/08/2007 23:00,0,0.2,180,100,7.6,0,0.205545
21/08/2007 0:00,0.4,0,135,100,7.6,0,0.213122
21/08/2007 1:00,2.2,1,90,100,7.2,0,0.2207
21/08/2007 2:00,4.8,1,111.5,98,6.5,0,0.228277
21/08/2007 3:00,0.2,0.4,67.5,100,6,0,0.235854
21/08/2007 4:00,0,0,270,100,5.8,0,0.243431
21/08/2007 5:00,0,0,270,100,5.9,0,0.251008
21/08/2007 6:00,0,0,0,100,5.8,10,0.258585
21/08/2007 7:00,0,0,135,100,6.4,77,0.266162
21/08/2007 8:00,0,0.3,180,89,7.9,211,0.27374
21/08/2007 9:00,0,0.6,135,89,8,197,0.281317
21/08/2007 10:00,0,0.4,111.5,94,7.7,113,0.281317
21/08/2007 11:00,0.2,0.5,135,96,7.9,119,0.204252
21/08/2007 12:00,0.2,1.4,135,94,8.5,216,0.204252
21/08/2007 13:00,0.4,2.3,111.5,90,9,260,0.321052
21/08/2007 14:00,0.2,2.2,111.5,92,9.2,279,0.321052
21/08/2007 15:00,0.2,2.5,90,95,8.9,180,0.150505
21/08/2007 16:00,1.2,2.1,90,96,8.3,77,0.150505
21/08/2007 17:00,2.8,2,67.5,95,7.7,31,0.150505
21/08/2007 18:00,1.6,2.3,90,97,7.4,31,0.150505
21/08/2007 19:00,0.8,0.9,90,96,7.4,10,0.195857
21/08/2007 20:00,0,0.1,90,99,7.2,0,0.241209
21/08/2007 21:00,0.2,0,202.5,100,7.1,0,0.286561
21/08/2007 22:00,0.2,0,157.5,100,7.1,0,0.331913
21/08/2007 23:00,0.2,0.1,135,100,7.1,0,0.377266
22/08/2007 0:00,0,0,292.5,100,7,0,0.422618
22/08/2007 1:00,0.2,0,135,100,6.9,0,0.46797
22/08/2007 2:00,0,0.2,337.5,100,6.2,0,0.513322
22/08/2007 3:00,0,0.6,337.5,98,5.7,0,0.558675
22/08/2007 4:00,0,1.6,337.5,95,5.6,0,0.604027
22/08/2007 5:00,0,1,315,95,5.2,0,0.649379
22/08/2007 6:00,0,0.8,315,92,4.9,3,0.694731
22/08/2007 7:00,0,0.1,315,87,6.8,139,0.740084
22/08/2007 8:00,0,0.1,225,77,9.5,354,0.785436
22/08/2007 9:00,0,0.8,135,78,9.9,448,0.830788
22/08/2007 10:00,0,1.3,157.5,81,10.8,502,0.830788
22/08/2007 11:00,0,2.6,111.5,70,11.6,556,0.61996
22/08/2007 12:00,0,2.7,111.5,64,12,443,0.61996
22/08/2007 13:00,0,2.6,111.5,63,13,659,0.590279
22/08/2007 14:00,0,2.5,111.5,64,12.6,340,0.590279
22/08/2007 15:00,0,2.6,111.5,67,12.4,253,0.333596
22/08/2007 16:00,0,2.3,111.5,69,12.4,211,0.333596
22/08/2007 17:00,0,2.3,90,72,11.8,122,0.333596
22/08/2007 18:00,0,0.8,90,79,11.1,89,0.333596
22/08/2007 19:00,0,0.2,270,85,10.1,9,0.340545
22/08/2007 20:00,0.4,0,45,93,9.4,0,0.347494
22/08/2007 21:00,0.6,0.4,90,98,8.9,0,0.354443
22/08/2007 22:00,1.4,0.5,90,100,8.7,0,0.361392
22/08/2007 23:00,1.4,0.8,111.5,100,8.6,0,0.368341
23/08/2007 0:00,0.2,0.2,0,100,8.6,0,0.37529
23/08/2007 1:00,0.4,0.2,67.5,100,8.5,0,0.38224
23/08/2007 2:00,0.8,0.2,111.5,100,8.3,0,0.389189
23/08/2007 3:00,0.2,0.5,337.5,100,8.2,0,0.396138
23/08/2007 4:00,0,0.2,67.5,100,7.9,0,0.403087
23/08/2007 5:00,0,1,0,99,8,0,0.410036
23/08/2007 6:00,0.2,0.6,337.5,98,7.9,2,0.416985
23/08/2007 7:00,0,0.1,90,96,8.8,99,0.423934
23/08/2007 8:00,0,0.3,135,84,11.7,368,0.430883
23/08/2007 9:00,0,0.9,90,87,11.7,255,0.437833
23/08/2007 10:00,0,0.1,180,84,13,232,0.437833
23/08/2007 11:00,0,1.3,135,86,12.9,336,0.384145
23/08/2007 12:00,0,1.4,202.5,86,13.3,274,0.384145
23/08/2007 13:00,0,1.3,0,86,13.6,209,0.241379
23/08/2007 14:00,0,1.6,135,93,12.9,190,0.241379
23/08/2007 15:00,1,2,90,98,12.6,141,0.130399
23/08/2007 16:00,1.6,1.8,90,92,12.2,45,0.130399
23/08/2007 17:00,2.4,1.6,90,94,10.2,47,0.130399
23/08/2007 18:00,0.2,1,90,94,10.5,51,0.130399
23/08/2007 19:00,0,0.5,337.5,96,9.6,7,0.185601
23/08/2007 20:00,0,0.7,337.5,96,8.4,0,0.240804
23/08/2007 21:00,0,0.4,337.5,96,8,0,0.296007
23/08/2007 22:00,0,0.6,315,94,8.1,0,0.351209
23/08/2007 23:00,0,0,0,96,7.8,0,0.406412
24/08/2007 0:00,0,0.1,315,96,7.3,0,0.461615
24/08/2007 1:00,0,0.2,315,95,7.2,0,0.516817
24/08/2007 2:00,0,0.5,292.5,93,7.4,0,0.57202
24/08/2007 3:00,0,1.2,292.5,91,7.9,0,0.627223
24/08/2007 4:00,0,1.2,315,91,7.8,0,0.682426
24/08/2007 5:00,0,0.6,292.5,91,7.2,0,0.737628
24/08/2007 6:00,0,0.6,315,89,7.7,2,0.792831
24/08/2007 7:00,0,0.9,292.5,80,9.5,119,0.848034
24/08/2007 8:00,0,0.2,225,70,11.7,258,0.903236
24/08/2007 9:00,0,1.3,67.5,63,14.2,452,0.958439
24/08/2007 10:00,0,0.1,157.5,62,15.8,647,0.958439
24/08/2007 11:00,0,1.6,135,56,16.3,748,0.880353
24/08/2007 12:00,0,1.8,135,57,16,657,0.880353
24/08/2007 13:00,0,1.7,135,60,15.1,390,0.42432
24/08/2007 14:00,0,0.4,135,58,15.4,316,0.42432
24/08/2007 15:00,0,1.1,111.5,62,15.2,417,0.603058
24/08/2007 16:00,0,0.6,135,58,15.3,338,0.603058
24/08/2007 17:00,0,0.1,270,58,15.6,260,0.603058
24/08/2007 18:00,0,0.5,337.5,69,13.7,122,0.603058
24/08/2007 19:00,0,0.7,337.5,73,11.5,12,0.606549
24/08/2007 20:00,0,0.6,0,70,10.4,0,0.61004
24/08/2007 21:00,0,0.4,337.5,70,10.1,0,0.613531
24/08/2007 22:00,0,0.4,67.5,68,9.7,0,0.617022
24/08/2007 23:00,0,0.3,292.5,65,10.6,0,0.620513
25/08/2007 0:00,0,0.6,292.5,64,11,0,0.624004
25/08/2007 1:00,0,0.4,315,72,10.9,0,0.627495
25/08/2007 2:00,0,0.2,0,74,10.6,0,0.630986
25/08/2007 3:00,0,0.6,315,69,11.5,0,0.634476
25/08/2007 4:00,0,0.9,292.5,66,12.3,0,0.637967
25/08/2007 5:00,0,1.5,315,63,12.1,0,0.641458
25/08/2007 6:00,0,1,292.5,64,12,7,0.644949
25/08/2007 7:00,0,0.8,202.5,57,13.1,106,0.64844
25/08/2007 8:00,0,0.6,270,62,14.4,261,0.651931
25/08/2007 9:00,0,1,270,55,15.8,314,0.655422
25/08/2007 10:00,0,0.1,180,47,17.5,434,0.655422
25/08/2007 11:00,0,1.1,111.5,39,18.2,570,0.817513
25/08/2007 12:00,0,1.2,135,37,19.4,750,0.817513
25/08/2007 13:00,0,2,111.5,38,20,901,1
25/08/2007 14:00,0,2,111.5,39,20.7,865,1
25/08/2007 15:00,0,1.9,111.5,35,21.2,765,1
25/08/2007 16:00,0,1.9,90,37,21.1,626,1
25/08/2007 17:00,0,1.6,90,41,20,441,1
25/08/2007 18:00,0,0.9,337.5,48,18,134,1
25/08/2007 19:00,0,0.5,0,58,15,9,1
25/08/2007 20:00,0,0.3,0,62,13.6,0,1
25/08/2007 21:00,0,0,337.5,64,13.6,0,1
25/08/2007 22:00,0,0.2,337.5,66,13.7,0,1
25/08/2007 23:00,0,0.2,337.5,67,13.5,0,1
26/08/2007 0:00,0,0.4,315,67,13.2,0,1
26/08/2007 1:00,0,0.1,315,68,13,0,1
26/08/2007 2:00,0,0.2,0,70,12.3,0,1
26/08/2007 3:00,0,0.2,225,70,12.1,0,1
26/08/2007 4:00,0,0.5,337.5,70,12,0,1
26/08/2007 5:00,0,0.3,315,72,11.4,0,1
26/08/2007 6:00,0,0.7,337.5,70,11.7,5,1
26/08/2007 7:00,0,0.8,315,63,13.5,134,1
26/08/2007 8:00,0,0.4,337.5,52,16.3,336,1
26/08/2007 9:00,0,0.8,0,41,19.1,526,1
26/08/2007 10:00,0,1.2,0,35,19.7,697,1
26/08/2007 11:00,0,1.4,0,32,19.8,556,0.858609
26/08/2007 12:00,0,2.3,225,31,20.7,832,0.858609
26/08/2007 13:00,0,2.4,225,27,21.3,873,0.817245
26/08/2007 14:00,0,1.5,247.5,29,21.1,514,0.817245
26/08/2007 15:00,0,1.6,22.5,35,21.5,662,0.977323
26/08/2007 16:00,0,1.2,0,31,22.2,610,0.977323
26/08/2007 17:00,0,1.2,315,29,22,431,0.977323
26/08/2007 18:00,0,1.6,0,40,18.8,129,0.977323
26/08/2007 19:00,0,0.5,0,52,15.7,7,0.967973
26/08/2007 20:00,0,0.3,337.5,58,14.1,0,0.958622
26/08/2007 21:00,0,0.3,22.5,61,13.1,0,0.949272
26/08/2007 22:00,0,0.4,315,60,13.7,0,0.939922
26/08/2007 23:00,0,0.4,315,61,13.7,0,0.930572
27/08/2007 0:00,0,0.2,337.5,63,13,0,0.921222
27/08/2007 1:00,0,1,45,63,12.9,0,0.911872
27/08/2007 2:00,0,0.4,337.5,63,13,0,0.902522
27/08/2007 3:00,0,0.3,22.5,65,12.7,0,0.893172
27/08/2007 4:00,0,0,22.5,70,11.5,0,0.883822
27/08/2007 5:00,0,0.6,0,71,11,0,0.874472
27/08/2007 6:00,0,0.2,292.5,71,11.6,7,0.865122
27/08/2007 7:00,0,0,292.5,72,12.1,45,0.855772
27/08/2007 8:00,0,0,337.5,70,14.3,223,0.846421
27/08/2007 9:00,0,0.6,135,59,16,366,0.837071
27/08/2007 10:00,0,1.6,111.5,62,16.8,581,0.837071
27/08/2007 11:00,0,2.2,135,58,18,819,0.90271
27/08/2007 12:00,0,2.1,135,54,18.8,662,0.90271
27/08/2007 13:00,0,2,111.5,56,19,532,0.631332
27/08/2007 14:00,0,2.7,111.5,65,18.5,493,0.631332
27/08/2007 15:00,0,2.4,111.5,68,18.2,413,0.523015
27/08/2007 16:00,0,1.4,111.5,73,17.5,237,0.523015
27/08/2007 17:00,0,1.6,111.5,66,17.8,211,0.523015
27/08/2007 18:00,0,1.7,90,82,16.2,87,0.523015
27/08/2007 19:00,0,0.6,45,90,14.5,14,0.515708
27/08/2007 20:00,0,0.5,0,92,13.1,0,0.508402
27/08/2007 21:00,0,0.3,0,93,12.2,0,0.501095
27/08/2007 22:00,0,0.1,0,94,12.2,0,0.493789
27/08/2007 23:00,0,0,22.5,96,12,0,0.486482
28/08/2007 0:00,0,0.1,337.5,96,11.4,0,0.479176
28/08/2007 1:00,0,0.2,45,92,11.4,0,0.471869
28/08/2007 2:00,0,0.2,292.5,86,11.3,0,0.464563
28/08/2007 3:00,0,0.3,67.5,80,11.9,0,0.457256
28/08/2007 4:00,0,0.7,315,78,12.4,0,0.449949
28/08/2007 5:00,0,1.1,315,80,12.4,0,0.442643
28/08/2007 6:00,0,0.7,315,82,12.5,2,0.435336
28/08/2007 7:00,0,0.6,292.5,80,12.8,65,0.42803
28/08/2007 8:00,0,1.8,0,76,14.6,157,0.420723
28/08/2007 9:00,0,1.4,90,73,15.5,162,0.413417
28/08/2007 10:00,0,1.1,90,60,17.2,307,0.413417
28/08/2007 11:00,0,1.3,22.5,53,18.7,603,0.694987
28/08/2007 12:00,0,2,0,43,19.5,483,0.694987
28/08/2007 13:00,0,2.2,292.5,41,19.9,471,0.657943
28/08/2007 14:00,0,2.6,270,42,20,598,0.657943
28/08/2007 15:00,0,2.4,270,42,19.8,467,0.64945
28/08/2007 16:00,0,2.2,292.5,37,19.8,354,0.64945
28/08/2007 17:00,0,1.9,315,40,19,190,0.64945
28/08/2007 18:00,0.2,2,315,49,17.6,24,0.62734
28/08/2007 19:00,1.2,1.4,0,81,13.1,0,0.605231
28/08/2007 20:00,0.4,1,337.5,87,12.4,0,0.583122
28/08/2007 21:00,0,1.5,315,81,12.1,0,0.561012
28/08/2007 22:00,0,0.7,337.5,86,10.6,0,0.538903
28/08/2007 23:00,0,0.5,315,85,10.5,0,0.516794
29/08/2007 0:00,0,0.6,315,81,11.1,0,0.494684
29/08/2007 1:00,0,1.8,0,80,11.4,0,0.472575
29/08/2007 2:00,0,1.6,270,83,11.4,0,0.450466
29/08/2007 3:00,0,0.9,45,86,11,0,0.428356
29/08/2007 4:00,0,1,292.5,82,11.1,0,0.406247
29/08/2007 5:00,0,0.2,22.5,86,9.8,0,0.384138
29/08/2007 6:00,0,0.1,0,88,9.9,0,0.362028
29/08/2007 7:00,0,0,0,89,10.1,14,0.339919
29/08/2007 8:00,1,1.2,90,94,10.2,28,0.31781
29/08/2007 9:00,1.6,0.6,270,98,10.2,10,0.295701
29/08/2007 10:00,1.6,0.8,337.5,89,12.9,357,0.295701
29/08/2007 11:00,1.8,1,135,90,12.1,105,0.20214
29/08/2007 12:00,7.8,0.9,337.5,96,12.2,213,0.20214
29/08/2007 13:00,0,1,202.5,80,14.4,713,0.80097
29/08/2007 14:00,0,2.1,111.5,84,14.7,574,0.80097
29/08/2007 15:00,0,1.4,135,88,13.9,204,0.246133
29/08/2007 16:00,0.2,1,135,92,13.4,106,0.246133
29/08/2007 17:00,0,0.8,135,97,13.4,89,0.246133
29/08/2007 18:00,0,0.7,135,99,13.2,40,0.245983
29/08/2007 19:00,0,1.4,111.5,100,12.9,9,0.245832
29/08/2007 20:00,0,1.9,90,100,12.7,0,0.245681
29/08/2007 21:00,0,0.4,135,100,12.5,0,0.245531
29/08/2007 22:00,0,0.1,45,100,11.9,0,0.24538
29/08/2007 23:00,0,0.6,337.5,95,11.7,0,0.245229
30/08/2007 0:00,0,0.2,337.5,93,11.6,0,0.245079
30/08/2007 1:00,0,0.6,90,99,10.6,0,0.244928
30/08/2007 2:00,0,0.8,225,98,10.8,0,0.244778
30/08/2007 3:00,0,0,315,97,10.8,0,0.244627
30/08/2007 4:00,0,0,337.5,98,10.8,0,0.244476
30/08/2007 5:00,0,0,292.5,97,10.3,0,0.244326
30/08/2007 6:00,0,1.4,180,96,10.3,0,0.244175
30/08/2007 7:00,0,2,337.5,90,11,61,0.244024
30/08/2007 8:00,0,0.9,270,88,11.7,96,0.243874
30/08/2007 9:00,0,0.1,292.5,82,12.8,159,0.243723
30/08/2007 10:00,0.2,0.4,90,89,12.9,92,0.243723
30/08/2007 11:00,1.2,0.2,315,93,12.4,33,0.032275
30/08/2007 12:00,1.2,0.5,111.5,100,12,16,0.032275
30/08/2007 13:00,0.2,0.8,270,95,12.5,385,0.316378
30/08/2007 14:00,0.6,0.8,0,87,12.9,126,0.316378
30/08/2007 15:00,0.2,0.7,111.5,95,12.6,155,0.373155
30/08/2007 16:00,0,0.3,135,83,13.6,281,0.373155
30/08/2007 17:00,1.2,1.1,111.5,88,12.6,105,0.373155
30/08/2007 18:00,0,2,337.5,84,11.8,77,0.388839
30/08/2007 19:00,0,0.8,315,85,11.1,14,0.404523
30/08/2007 20:00,0,0.4,45,89,10,0,0.420207
30/08/2007 21:00,0,0.8,337.5,89,8.8,0,0.435891
30/08/2007 22:00,0,0.7,337.5,88,8.3,0,0.451575
30/08/2007 23:00,0,0.3,0,87,7.3,0,0.46726
31/08/2007 0:00,0,0.2,90,86,7.2,0,0.482944
31/08/2007 1:00,0,0.8,45,85,7.4,0,0.498628
31/08/2007 2:00,0,0.8,0,79,7.2,0,0.514312
31/08/2007 3:00,0,0.6,315,80,6.5,0,0.529996
31/08/2007 4:00,0,0.2,90,83,6.3,0,0.54568
31/08/2007 5:00,0,0.1,270,84,6.4,0,0.561364
31/08/2007 6:00,0,0.5,90,83,6.3,2,0.577049
31/08/2007 7:00,0,0.6,45,76,7.3,59,0.592733
31/08/2007 8:00,0,2.1,0,66,8.3,171,0.608417
31/08/2007 9:00,0,2.4,0,62,9.8,390,0.624101
31/08/2007 10:00,0,2.3,0,60,10.4,267,0.624101
31/08/2007 11:00,0,1.9,337.5,57,11.8,457,0.691207
31/08/2007 12:00,0,1.3,337.5,38,13.6,635,0.691207
31/08/2007 13:00,0,2.1,292.5,39,14.5,809,0.87286
31/08/2007 14:00,0,1.4,111.5,39,15,612,0.87286
31/08/2007 15:00,0,1.6,45,32,16.4,786,0.923791
31/08/2007 16:00,0,2.1,337.5,39,15.9,465,0.923791
31/08/2007 17:00,0,1.9,315,48,14.4,188,0.923791
31/08/2007 18:00,0,1.4,45,55,12.6,45,0.928554
31/08/2007 19:00,0,0.8,90,60,10.9,5,0.933317
31/08/2007 20:00,0,1.1,292.5,58,10.4,0,0.93808
31/08/2007 21:00,0,0.8,0,63,9.4,0,0.942843
31/08/2007 22:00,0,0.8,45,70,8,0,0.947606
31/08/2007 23:00,0,0.3,0,77,6.9,0,0.952369
01/09/2007 0:00,0,0.5,337.5,74,7.6,0,0.957132
