date,WindV,WindD,relH,AirT,rad
280219871930,0.2,15.000065,96,-10,0
280219872030,0.2,7.000045,96,-9.9,0
280219872130,0,90,96,-9.9,0
280219872230,0.4,12.999942,96,-10,0
280219872330,0.3,19.999978,96,-10.1,0
10319870030,0,90,96,-10.2,0
10319870130,0,90,96,-10.4,0
10319870230,0.1,289.000073,96,-10.3,0
10319870330,0.8,10.999983,96,-10.2,0
10319870430,0.5,5.999973,96,-10.4,0
10319870530,0.6,3.000039,96,-10.7,0
10319870630,0.7,5,95,-10.9,0
10319870730,0.5,273.999973,96,-10.4,55.556
10319870830,0.7,5,96,-9.6,197.222
10319870930,0.5,270.999976,96,-8.7,316.667
10319871030,0.6,300.000012,96,-8.3,386.111
10319871130,0.4,285.000065,96,-7.3,500
10319871230,0.5,280.999935,96,-7.3,522.222
10319871330,0.6,274.000014,95,-7.2,544.444
10319871430,0.5,278.999977,96,-6.9,569.444
10319871530,1,301.000005,96,-8.4,405.556
10319871630,1,301.000005,96,-9.1,150
10319871730,0.9,282.000028,96,-9.8,0
10319871830,2,293.999992,95,-10.4,0
10319871930,2.7,296.99999,96,-10.3,0
10319872030,3.3,296.000006,96,-10.2,0
10319872130,1.6,286.000005,96,-10.3,0
10319872230,1.5,274.000011,96,-10.4,0
10319872330,2.5,291.999987,96,-10.6,0
20319870030,3.2,292.000001,96,-10.4,0
20319870130,2.2,292.000017,96,-10.6,0
20319870230,2,289.999995,96,-10.9,0
20319870330,1.4,284.000014,96,-11,0
20319870430,2.4,335.999998,96,-9.6,0
20319870530,3.6,343.000002,96,-8.5,0
20319870630,4.5,351.000002,95,-7.5,2.778
20319870730,4.3,324.999998,96,-6.1,38.889
20319870830,3.900001,342.999997,96,-5.9,116.667
20319870930,3.5,334.999997,96,-5.4,188.889
20319871030,1.8,333.999998,96,-4.9,252.778
20319871130,2.6,352.000001,97,-5.2,311.111
20319871230,2.2,260,97,-4.9,433.333
20319871330,2.4,258,98,-5.7,291.667
20319871430,3.6,357.000007,97,-5.8,197.222
20319871530,2.3,340.999996,97,-5.8,244.444
20319871630,2.1,337.000007,97,-6.6,88.889
20319871730,1.7,342.999996,96,-7,0
20319871830,1.8,337.999997,95,-7.3,0
20319871930,0.6,265.999986,96,-7.8,0
20319872030,1,335.000019,96,-8.1,0
20319872130,1.2,282,96,-9.1,0
20319872230,1.8,275.999994,96,-10.5,0
20319872330,0.8,275.000027,96,-11,0
30319870030,0.5,278.999977,96,-12.3,0
30319870130,0.7,6.000009,96,-13.1,0
30319870230,0.6,10.000003,96,-13.4,0
30319870330,0.7,13.999974,95,-13.9,0
30319870430,1.3,16.000021,95,-14.7,0
30319870530,0.8,10.999983,94,-14.9,0
30319870630,0.8,16.999971,92,-15.3,2.778
30319870730,0.7,2.000028,93,-15.2,52.778
30319870830,0.9,11,93,-14.8,150
30319870930,0.1,4.000218,93,-14.6,155.556
30319871030,0.2,2.999944,93,-15.5,144.444
30319871130,1.1,1.999977,92,-15.9,175
30319871230,0.9,272.999976,92,-15.9,208.333
30319871330,1.7,275.999988,91,-16.3,319.444
30319871430,2.2,281.000004,91,-17.6,313.889
30319871530,2.9,274.000004,91,-20.2,191.667
30319871630,2.6,272.999989,90,-21.9,169.444
30319871730,2.8,3.000006,90,-24.1,0
30319871830,3,280.00001,88,-25.4,0
30319871930,3.6,278.999999,89,-26.3,0
30319872030,3.1,275.000003,89,-27.2,0
30319872130,2.6,276,89,-27.6,0
30319872230,2.4,279.000007,89,-27.7,0
30319872330,2.1,279.999997,89,-27.3,0
40319870030,1.6,287.999998,89,-27.4,0
40319870130,1.9,284.000011,89,-27.4,0
40319870230,2,286.999985,89,-27.2,0
40319870330,2.2,285.000001,89,-27.3,0
40319870430,2.3,278.999994,88,-27.3,0
40319870530,2.2,285.000001,88,-27.4,0
40319870630,2.2,289.99999,86,-26.5,5.556
40319870730,3,284.000007,87,-24,122.222
40319870830,3.1,281.999994,87,-22.1,313.889
40319870930,3.5,279.000007,87,-21.2,483.333
40319871030,3.2,275.999999,87,-20.5,611.111
40319871130,2.3,280.000004,87,-19.7,686.111
40319871230,1.5,285.000013,87,-18.3,697.222
40319871330,0.7,25.000032,87,-18.2,647.222
40319871430,1.5,274.000011,87,-19.4,544.444
40319871530,4.5,298.999995,87,-20.6,394.444
40319871630,5.5,301.999998,87,-22,180.556
40319871730,6.4,307,87,-23.1,0
40319871830,6.1,312.000005,86,-23.4,0
40319871930,4,306,87,-23.2,0
40319872030,4.1,291.999999,87,-23.1,0
40319872130,3,292.000001,87,-23.4,0
40319872230,4.6,305.000007,87,-23.2,0
40319872330,6.000001,302.000001,87,-23,0
50319870030,3.5,290.000009,87,-23.1,0
50319870130,5.7,292.999995,87,-22.8,0
50319870230,4.3,288.999999,87,-22.8,0
50319870330,4.1,281.000003,87,-23.1,0
50319870430,5.5,279.000004,87,-23.2,0
50319870530,4.9,279.999999,87,-23.5,0
50319870630,4.3,276.999998,88,-23.8,5.556
50319870730,3.5,287.999992,87,-23.6,58.333
50319870830,2.8,295.999999,87,-22.8,147.222
50319870930,3.1,292.999992,87,-22.1,244.444
50319871030,3.2,282.999994,87,-21.9,300
50319871130,4.3,273.000005,87,-21.6,422.222
50319871230,5.8,273.000005,87,-21.4,522.222
50319871330,5.1,0,88,-21.2,494.444
50319871430,3.8,275.000002,87,-21.3,375
50319871530,2.5,287.999991,87,-22,261.111
50319871630,3,284.000007,87,-23.4,133.333
50319871730,3.9,280.000002,87,-24.3,0
50319871830,5.5,279.000004,88,-24.9,0
50319871930,3.9,280.000002,87,-25.3,0
50319872030,4,277.999995,87,-25.5,0
50319872130,4.8,279.999997,87,-25.7,0
50319872230,5.1,281.000001,87,-25.9,0
50319872330,5.3,283.000005,87,-26,0
60319870030,6,278.000004,87,-26,0
60319870130,6,279.000002,87,-26.2,0
60319870230,4.699999,279.999996,87,-26.5,0
60319870330,4.9,281,87,-26.6,0
60319870430,4.2,284.000001,87,-26.7,0
60319870530,4.7,284.000001,87,-26.7,0
60319870630,5.4,281.999999,86,-25.8,19.444
60319870730,5.2,282.999996,87,-23.5,188.889
60319870830,5.7,280.000004,87,-22.1,355.556
60319870930,5.7,282.000004,87,-21.5,497.222
60319871030,5.9,277.999997,87,-21.4,594.444
60319871130,5,278.000006,87,-21.1,547.222
60319871230,5.4,274,87,-21.4,602.778
60319871330,5.3,271.000003,86,-21.9,497.222
60319871430,5,271,87,-22.3,447.222
60319871530,3.2,4.000005,87,-23.2,250
60319871630,2.4,289.999995,87,-23.9,138.889
60319871730,5.7,282.000004,87,-25.4,0
60319871830,6.9,282.999999,87,-25.9,0
60319871930,5.5,280.999994,87,-26.2,0
60319872030,4.9,279.000001,87,-26.2,0
60319872130,4,281,87,-26.5,0
60319872230,3.1,291.000008,87,-26.7,0
60319872330,3.8,286.000003,87,-26.9,0
70319870030,4.3,278.999997,87,-27,0
70319870130,4.3,283.000007,87,-27,0
70319870230,5.100001,280.000002,87,-27.2,0
70319870330,6.5,279,87,-27.4,0
70319870430,6.9,1.000003,87,-27.8,0
70319870530,6,281,87,-27.9,0
70319870630,7.4,278.999999,86,-26.9,16.667
70319870730,6.5,280.999995,87,-24.5,194.444
70319870830,6.3,282.000003,87,-23,355.556
70319870930,6.4,283.999998,87,-22.1,491.667
70319871030,6.7,280.000002,87,-21.5,625
70319871130,5.7,287.000003,87,-21,677.778
70319871230,5.8,284.000001,87,-21.8,713.889
70319871330,6.8,280.999998,86,-22,663.889
70319871430,5.5,279.000004,87,-22,575
70319871530,6.7,273.999997,87,-22.2,441.667
70319871630,7.3,275.000001,87,-22.4,311.111
70319871730,7,278.000003,87,-23.6,0
70319871830,8.9,276.999999,87,-22.7,0
70319871930,9.4,277.000001,87,-22.1,0
70319872030,8.5,276.999997,87,-21.1,0
70319872130,6.899999,279.999997,87,-20.7,0
70319872230,6.2,279.000002,87,-20.4,0
70319872330,4.5,280.999995,87,-19.8,0
80319870030,4.7,280.999996,87,-18.9,0
80319870130,4.4,275.999997,87,-19.3,0
80319870230,6.4,0.999996,87,-19.6,0
80319870330,6,273.000003,87,-19.8,0
80319870430,5.9,276.000001,88,-19.9,0
80319870530,5.1,277.000004,88,-20.1,0
80319870630,5.6,276.999997,89,-18.7,36.111
80319870730,5,280.000001,88,-16.4,225
80319870830,3.9,286.000003,88,-15.5,419.444
80319870930,5.3,273.999997,88,-15.1,569.444
80319871030,4.4,274.999996,88,-14.4,630.556
80319871130,5.4,13.999997,88,-15.3,705.556
80319871230,6.7,32.000001,88,-15.6,722.222
80319871330,5.3,29.000002,89,-15.1,677.778
80319871430,2.200001,82.99999,89,-13.3,575
80319871530,1.1,164.999992,89,-12.8,425
80319871630,2.8,37.999999,89,-15,236.111
80319871730,4.7,14.000001,89,-16.9,0
80319871830,3.7,271.000002,90,-17.3,0
80319871930,3.4,276.000005,89,-17.4,0
80319872030,3.7,275.999995,89,-17.5,0
80319872130,3.7,277.000006,89,-17.7,0
80319872230,3.7,1.000002,89,-17.3,0
80319872330,3.2,8.999994,89,-17.2,0
90319870030,4.6,2.999995,89,-17.2,0
90319870130,2.6,275.000002,89,-17.7,0
90319870230,4.4,2.000003,89,-17,0
90319870330,5.6,4.999999,89,-16.8,0
90319870430,3.5,270.999993,89,-17.5,0
90319870530,3.9,273.999996,89,-17.4,0
90319870630,4,272,90,-16,11.111
90319870730,3.3,277.000004,89,-14.8,150
90319870830,3.9,282.999999,89,-14.5,341.667
90319870930,4.6,279.000006,89,-15.2,511.111
90319871030,4.5,276.999999,89,-15,633.333
90319871130,6.4,3.999996,89,-17.3,711.111
90319871230,5.9,6.999999,89,-16.5,722.222
90319871330,8.6,17.999999,89,-17.7,669.444
90319871430,7.2,7.999998,89,-18,569.444
90319871530,7.6,20.999998,89,-18,288.889
90319871630,3.8,283.000001,89,-18,116.667
90319871730,6,273.000003,89,-18,0
90319871830,4.9,277.000003,90,-17,0
90319871930,4.9,277.000003,89,-17.2,0
90319872030,3.3,282.000007,89,-17,0
90319872130,2.7,284,89,-17.3,0
90319872230,2,292.99999,89,-17.4,0
90319872330,3.2,9.999996,89,-18.1,0
100319870030,8.4,21.999999,89,-17.7,0
100319870130,6.7,15.000003,89,-17.5,0
100319870230,5,1.999995,89,-17.5,0
100319870330,6,276.000002,89,-18.1,0
100319870430,7,276.999997,89,-18.5,0
100319870530,5.2,285.999997,89,-18.3,0
100319870630,4,300.999998,89,-17.3,25
100319870730,2.9,295.999992,89,-15.5,169.444
100319870830,5.1,274.999997,89,-16.2,325
100319870930,5.1,272.999996,89,-15,483.333
100319871030,6.3,4.999998,89,-14.6,636.111
100319871130,6.7,9.000001,89,-14.8,711.111
100319871230,6.8,11.999995,89,-15.6,705.556
100319871330,9.4,18.000002,90,-15.8,650
100319871430,7,3.999998,89,-16,569.444
100319871530,5.3,274.999995,89,-16.6,291.667
100319871630,5.2,10.000006,89,-17.3,133.333
100319871730,3.1,0.999991,89,-17.4,0
100319871830,2.3,277.999995,90,-17.2,0
100319871930,2.3,271.000011,89,-17.3,0
100319872030,2.8,1.000005,89,-17.3,0
100319872130,2.8,6.000007,89,-17.3,0
100319872230,2.8,3.999998,89,-17,0
100319872330,2.3,274.000003,89,-17.4,0
110319870030,1.8,271.999998,89,-17.9,0
110319870130,2.6,9.999995,89,-18.3,0
110319870230,2.9,12.000002,89,-18,0
110319870330,4.3,25.000008,89,-18.2,0
110319870430,3.7,29.000005,89,-18.5,0
110319870530,2.2,63.99999,89,-18.3,0
110319870630,0.9,156.999992,90,-17.6,25
110319870730,1.2,141.999994,89,-15.5,166.667
110319870830,2.1,164.999998,89,-13.9,358.333
110319870930,3.2,143.999993,89,-14.9,527.778
110319871030,4.1,129.000008,89,-15.5,655.556
110319871130,4.2,116.000002,88,-14.9,730.556
110319871230,3.3,220.999998,88,-16.1,738.889
110319871330,3,118.000003,86,-15.4,688.889
110319871430,5,153.000007,86,-15.2,586.111
110319871530,3.5,158.999994,84,-15.8,438.889
110319871630,3.6,169.000006,82,-16.5,252.778
110319871730,3.9,169.999998,80,-17,0
110319871830,2.3,85.999997,71,-17.6,0
110319871930,3.1,73.000006,76,-17.3,0
110319872030,3,65.999996,75,-17.3,0
110319872130,1.7,172.00001,75,-17.6,0
110319872230,1.500001,170.999992,75,-17.5,0
110319872330,3.7,57.000005,75,-17.3,0
120319870030,4.4,45.999997,75,-17.1,0
120319870130,3.7,32.999995,75,-17.4,0
120319870230,4.3,17.999999,75,-17.4,0
120319870330,5.1,18.000004,74,-17.4,0
120319870430,5.899999,17.999999,72,-16.9,0
120319870530,7.1,20.999997,71,-16.9,0
120319870630,6.7,15.999999,65,-16.8,19.444
120319870730,5.4,11.000004,69,-16.1,169.444
120319870830,3.5,0,68,-15.2,358.333
120319870930,2.8,276.000007,68,-13.5,525
120319871030,2.2,276.00001,67,-13.2,652.778
120319871130,1.4,278.999988,65,-10,711.111
120319871230,1.4,281.999982,64,-11.4,727.778
120319871330,1.6,288.999995,58,-11.3,672.222
120319871430,1.9,289.999992,61,-13.1,569.444
120319871530,1.7,295.000002,60,-13.9,422.222
120319871630,1.6,297.000014,59,-15.9,238.889
120319871730,3.2,298.000002,58,-16.8,0
120319871830,2.5,299.999994,54,-17.3,0
120319871930,2.7,304.999988,56,-17.1,0
120319872030,3.3,327.999996,56,-17.3,0
120319872130,3.1,299.999998,56,-17.6,0
120319872230,3.7,295.999996,56,-17.4,0
120319872330,4.6,295.999995,56,-17.4,0
130319870030,4.5,294.999998,56,-17.2,0
130319870130,2.8,288.00001,56,-17.5,0
130319870230,3,292.000001,56,-17.2,0
130319870330,3.4,291.000002,56,-17.7,0
130319870430,3.1,289.999993,56,-17.8,0
130319870530,2.3,276.999988,56,-18,0
130319870630,1.1,3.000025,55,-16.2,19.444
130319870730,1.7,286.000015,56,-15,172.222
130319870830,2.4,284.000009,56,-14.6,363.889
130319870930,2.5,287.999991,56,-13.7,530.556
130319871030,2.8,300.000001,58,-12.6,655.556
130319871130,2,323.000001,60,-13.3,722.222
130319871230,2.1,260.000003,61,-11.3,736.111
130319871330,2.3,256.000008,68,-13.8,686.111
130319871430,2.6,260.999993,65,-13.6,588.889
130319871530,2.2,354.99999,69,-13.3,441.667
130319871630,0.8,289.000029,73,-16.9,250
130319871730,1,292.000018,77,-18.2,0
130319871830,2,299,91,-18.5,0
130319871930,2.2,309.000005,82,-18.4,0
130319872030,2.2,305.000004,84,-18.8,0
130319872130,1.7,347.999996,84,-19.3,0
130319872230,1.8,246.000001,84,-19.1,0
130319872330,1.7,357.000004,84,-19.3,0
140319870030,1.500001,313.000001,84,-19.4,0
140319870130,3.3,302.000004,84,-18.6,0
140319870230,3.2,290.999995,84,-19,0
140319870330,3.2,282.999994,85,-19.1,0
140319870430,3.1,278.000007,86,-18.9,0
140319870530,3.1,275.999995,87,-19,0
140319870630,2.8,276.000007,90,-17.9,55.556
140319870730,1.8,278.999999,88,-17.4,197.222
140319870830,2.4,276.999989,88,-16.1,386.111
140319870930,3,277,88,-15.7,575
140319871030,3.4,4,88,-16.9,561.111
140319871130,3.6,7.000006,89,-15.8,527.778
140319871230,2.3,287.999998,89,-15.4,458.333
140319871330,2.3,291.999995,90,-15.2,461.111
140319871430,2.3,296.999997,90,-16.6,405.556
140319871530,3.7,1.999998,90,-16.8,238.889
140319871630,2.7,283.000004,90,-17.3,172.222
140319871730,2.1,335.999994,91,-18.2,0
140319871830,3.099999,320.999997,92,-18.9,0
140319871930,3.2,299.000004,91,-19.8,0
140319872030,3.9,292.999994,91,-20.4,0
140319872130,4.4,285.000001,91,-20.8,0
140319872230,4.6,287.999998,91,-21.1,0
140319872330,4.299999,286.999998,91,-21,0
150319870030,4.2,286.000002,91,-21.3,0
150319870130,4.1,281.000003,91,-21.4,0
150319870230,3.5,285.000007,91,-21.9,0
150319870330,3.8,283.999996,91,-22,0
150319870430,4.7,287.000001,91,-22,0
150319870530,5.8,284.000001,91,-22.1,0
150319870630,5.1,287.000004,90,-21.2,63.889
150319870730,5.9,282,91,-20.1,272.222
150319870830,5.9,277.999997,91,-19.1,441.667
150319870930,6.9,275.999997,91,-19.2,558.333
150319871030,6.6,277.999996,91,-18.3,680.556
150319871130,6.1,278.000001,91,-17.8,733.333
150319871230,5.1,281.000001,91,-17.7,761.111
150319871330,5.8,279.999996,91,-17.8,713.889
150319871430,4,279.000003,91,-17.8,594.444
150319871530,2.1,279.999997,91,-17,455.556
150319871630,1.8,280.999994,91,-18.5,272.222
150319871730,2.9,276.00001,91,-19.6,0
150319871830,4.6,286.000001,90,-19,0
150319871930,4.7,293.999996,91,-19.2,0
150319872030,4.6,315,91,-19,0
150319872130,4.9,310.999997,91,-18.6,0
150319872230,3.7,346,91,-18.8,0
150319872330,7.6,344.999998,91,-18.2,0
160319870030,6.9,342.999999,91,-18.3,0
160319870130,4.1,326.999998,91,-19.3,0
160319870230,5.6,348.000006,91,-19.3,0
160319870330,7,266.999998,91,-19.3,0
160319870430,6.4,267.000001,91,-19.5,0
160319870530,5.6,355.000001,91,-19.5,0
160319870630,4.8,357.999995,91,-19.4,16.667
160319870730,2.8,353.000003,91,-19.4,83.333
160319870830,0.5,317.000027,91,-17.3,194.444
160319870930,1.5,276.000011,91,-18.6,225
160319871030,2.1,291.000007,92,-18.3,352.778
160319871130,2.1,270.999999,92,-17.8,466.667
160319871230,2.2,285.999993,93,-17.8,583.333
160319871330,2.5,284.000008,95,-18.4,569.444
160319871430,2.3,280.000004,94,-18.9,505.556
160319871530,1.9,286.999993,94,-20,333.333
160319871630,5.4,294.000003,93,-21.3,183.333
160319871730,4.6,277.000001,93,-21.7,0
160319871830,2.3,276.999988,91,-21.5,0
160319871930,1.8,281.999997,92,-22,0
160319872030,2,7.00001,92,-22.2,0
160319872130,1.9,1.999998,92,-22.7,0
160319872230,3,277.999995,92,-22.9,0
160319872330,2.7,276.999994,92,-23.1,0
170319870030,4.2,281.999998,92,-23.7,0
170319870130,7.9,286,92,-23.7,0
170319870230,6.8,278.999997,92,-23.8,0
170319870330,5.2,282.999996,92,-23.7,0
170319870430,4.8,298.000008,93,-23.6,0
170319870530,5.3,301,93,-23.7,0
170319870630,6.7,300.999999,95,-23.2,27.778
170319870730,6.8,302,94,-22.4,138.889
170319870830,6.8,307.000001,94,-21.4,313.889
170319870930,5.7,302.999997,94,-19.9,541.667
170319871030,7.8,301.999999,94,-19,658.333
170319871130,6.4,315.999999,93,-18.5,713.889
170319871230,8.1,325.000003,92,-17.4,713.889
170319871330,7.1,341,90,-17.2,641.667
170319871430,9.6,332,92,-16.9,461.111
170319871530,7.8,336,92,-16.8,269.444
170319871630,7.4,327.999997,93,-16.1,125
170319871730,7.5,322.000002,93,-16.1,33.333
170319871830,5.2,329,95,-15.6,0
170319871930,5.4,324.999998,94,-15.2,0
170319872030,4.9,322.000004,94,-15,0
170319872130,4,323.000001,94,-14.8,0
170319872230,3,319.999993,94,-14.8,0
170319872330,5,296.999993,94,-14.9,0
180319870030,7,291.999999,94,-14.9,0
180319870130,9,291.999997,94,-14.8,0
180319870230,6.9,290,94,-14.3,0
180319870330,6.6,294.000001,94,-13.7,0
180319870430,5.2,301.999999,94,-13.3,0
180319870530,6.6,334.999995,94,-13.3,0
180319870630,7,268.999999,94,-13.2,16.667
180319870730,7.399999,251.000001,94,-11.4,119.444
180319870830,6.8,245.000002,94,-10.9,400
180319870930,8.9,242.000001,94,-10.8,513.889
180319871030,10.4,245,94,-11,663.889
180319871130,10.3,243,94,-11.4,725
180319871230,8.6,242.000002,94,-10.6,791.667
180319871330,10.3,242,93,-11.5,658.333
180319871430,11.999999,241.000001,94,-12.2,413.889
180319871530,10.2,243.000002,94,-12.7,238.889
180319871630,8.5,234.999997,94,-13.1,100
180319871730,8.8,246.000003,94,-13.3,55.556
180319871830,8,251.000003,95,-13.5,0
180319871930,9.3,242.999999,94,-13.5,0
180319872030,11.2,233.000002,94,-13.8,0
180319872130,8.799999,232.999999,94,-13.8,0
180319872230,9.7,232.999997,94,-13.6,0
180319872330,9.5,233.999998,94,-13.7,0
190319870030,8.399999,232.000001,94,-14.4,0
190319870130,6.7,232.999998,94,-14.5,0
190319870230,4.1,236.999998,94,-14.2,0
190319870330,2.6,243.000006,94,-14.3,0
190319870430,2.4,231.999994,94,-14.5,0
190319870530,3.6,233.000003,94,-14.2,0
190319870630,3.8,240.000004,94,-13.8,22.222
190319870730,2.5,223.999993,94,-13.3,102.778
190319870830,2.3,227.000012,94,-12.6,169.444
190319870930,2.7,211,94,-12.3,283.333
190319871030,3.4,205.000002,94,-12.4,330.556
190319871130,8.199999,200,94,-12.3,394.444
190319871230,9.3,205.000002,94,-12.3,391.667
190319871330,9.2,204,94,-12.4,305.556
190319871430,9.6,203,94,-12.5,244.444
190319871530,8.099999,200.999999,94,-12.6,166.667
190319871630,8,202.999999,94,-12.9,91.667
190319871730,7.2,207.000003,94,-13.2,25
190319871830,6.9,208.000003,94,-13.5,0
190319871930,7.1,222,94,-13.7,0
190319872030,5.2,246.999998,94,-13.9,0
190319872130,4.9,252.000003,94,-14.2,0
190319872230,3.6,254.999993,94,-14.4,0
190319872330,3.5,253.000001,94,-14.8,0
200319870030,1,31.99999,94,-16.6,0
200319870130,2.7,34.000008,94,-18,0
200319870230,2.9,42.000003,94,-18.8,0
200319870330,3.7,21.999996,94,-18.9,0
200319870430,4.4,33.000006,94,-19.4,0
200319870530,4,27.000001,94,-19.4,0
200319870630,3.6,27.000006,95,-19.4,13.889
200319870730,2.4,2.999993,94,-19,83.333
200319870830,2.4,2.999993,94,-18.8,169.444
200319870930,2.2,2.999997,94,-18,286.111
200319871030,2.9,272.000009,94,-18,377.778
200319871130,1.7,283.000008,93,-17.4,427.778
200319871230,4.5,271.000002,92,-17.9,525
200319871330,5.7,0,90,-18.2,480.556
200319871430,4,2,91,-18,347.222
200319871530,4.4,0,91,-18.5,275
200319871630,4.1,272.000001,91,-18.8,147.222
200319871730,2.3,286.000001,91,-19.4,36.111
200319871830,3.6,273.999995,91,-19.9,0
200319871930,3.1,0,91,-20.8,0
200319872030,3.1,5.000003,91,-21.4,0
200319872130,2.7,272.999998,91,-21.6,0
200319872230,2.1,284.000001,91,-22,0
200319872330,1.8,274.999991,91,-22.2,0
210319870030,2.2,281.000004,91,-22.5,0
210319870130,3,294.000004,91,-22.6,0
210319870230,3.3,299.000004,91,-22.6,0
210319870330,3.3,305.999996,90,-22.4,0
210319870430,3.5,343.999996,90,-22.1,0
210319870530,4.3,234.999998,89,-22.1,0
210319870630,5.5,226.000001,87,-20.2,52.778
210319870730,7.2,233.000003,88,-19.7,238.889
210319870830,8.3,239.000002,88,-19.2,436.111
210319870930,11.6,230.999998,88,-19.4,608.333
210319871030,12.6,230.999999,88,-19.1,733.333
210319871130,12.199999,208.999999,89,-19.1,738.889
210319871230,10.899999,229,89,-18.2,577.778
210319871330,10.4,229.000001,90,-18.2,466.667
210319871430,10.1,225.999998,90,-17.8,291.667
210319871530,10.3,246.000002,90,-17.7,300
210319871630,10.7,240,90,-18,208.333
210319871730,11.2,233.999998,91,-18.4,30.556
210319871830,10.7,235,92,-18.5,0
210319871930,11.5,236.000001,91,-18.4,0
210319872030,11.1,236.000001,91,-18.7,0
210319872130,11.6,240.000001,91,-18.7,0
210319872230,10.8,245.000001,91,-18.6,0
210319872330,8.4,260.999997,91,-18,0
220319870030,7.6,357.000002,91,-17.2,0
220319870130,7.9,263.999999,91,-16.5,0
220319870230,6.6,247.000003,91,-15.1,0
220319870330,7.5,241.999998,90,-15.2,0
220319870430,8.8,249,89,-14.4,0
220319870530,4.1,329.999999,88,-13.9,0
220319870630,2,25.999994,85,-13.2,44.444
220319870730,2.3,87.999996,87,-12.1,158.333
220319870830,2.8,27.999996,87,-10.5,394.444
220319870930,3.8,20.000006,87,-11.5,500
220319871030,4.4,39.999991,87,-12.1,697.222
220319871130,4.2,22.000005,88,-13.1,794.444
220319871230,3.4,15.000003,89,-13.3,794.444
220319871330,3.1,22.999992,91,-13.4,755.556
220319871430,2.7,24.999994,90,-12.8,513.889
220319871530,3,37.999997,91,-13.5,308.333
220319871630,2.8,32.99999,92,-14,177.778
220319871730,3.6,12,93,-15.2,63.889
220319871830,3.8,16.999993,98,-15.8,0
220319871930,4.3,11.999996,95,-15.6,0
220319872030,3.3,12.999993,96,-15.4,0
220319872130,4,32.000002,96,-16.2,0
220319872230,4.2,28.999994,96,-16.8,0
220319872330,3.8,23.999995,96,-17.1,0
230319870030,3,25.999994,96,-17.3,0
230319870130,2.2,17.999993,96,-17.6,0
230319870230,2,21.000001,96,-17.6,0
230319870330,1,11.000002,95,-17.7,0
230319870430,1.3,22.999986,94,-18.1,0
230319870530,1.5,17.999979,93,-18.2,0
230319870630,1.9,28.000007,90,-17.7,66.667
230319870730,3.6,9.999993,92,-16,244.444
230319870830,6.7,277.000004,92,-15.5,444.444
230319870930,6.3,274.999998,92,-14.6,608.333
230319871030,4.6,272.000004,92,-13.1,725
230319871130,2.7,8.999997,91,-12.1,786.111
230319871230,3.3,7.999995,91,-11.9,791.667
230319871330,7.599999,293.999998,89,-11,736.111
230319871430,7.5,294.000001,90,-11.1,591.667
230319871530,5.8,298,91,-11.6,483.333
230319871630,6,300.000002,92,-11.5,341.667
230319871730,7.4,298.000004,93,-12.1,111.111
230319871830,6.6,290.000001,96,-12.1,0
230319871930,5.9,290.999999,94,-12.2,0
230319872030,4.399999,285.999997,94,-12.4,0
230319872130,2,0,94,-12.4,0
230319872230,1.4,281.999982,94,-12.4,0
230319872330,2.5,296.000004,94,-12.4,0
240319870030,4.7,322.999997,94,-11.7,0
240319870130,4.3,313,94,-11.7,0
240319870230,5.6,315,94,-11.1,0
240319870330,5.5,299.000003,94,-10.8,0
240319870430,4.5,300.000002,94,-10.5,0
240319870530,3.4,295.000002,94,-10.3,0
240319870630,2.4,296.000002,94,-9.8,33.333
240319870730,2.600001,315,94,-9.3,91.667
240319870830,3.4,334.999998,94,-8.2,222.222
240319870930,4.2,345.999999,94,-6.1,455.556
240319871030,4.299999,253.000002,94,-6.3,627.778
240319871130,5,243.000007,95,-7.1,550
240319871230,4.6,245.000001,95,-6.4,572.222
240319871330,3.300001,242.999998,96,-6.4,408.333
240319871430,4,237.999998,95,-7.4,344.444
240319871530,5.6,240.999997,95,-8.2,244.444
240319871630,6.1,250.999997,95,-8.7,116.667
240319871730,5.7,261.000005,95,-8.9,63.889
240319871830,5.7,263.000002,96,-8.9,0
240319871930,3.5,246.999999,95,-8.9,0
240319872030,4.8,260.000003,95,-8.7,0
240319872130,4.5,320.999999,95,-8.5,0
240319872230,2.4,304.99999,95,-8.5,0
240319872330,1.1,282.999993,95,-8.6,0
250319870030,1.1,301.999989,95,-8.7,0
250319870130,1,305.999988,95,-8.5,0
250319870230,1.4,300.999994,95,-8.9,0
250319870330,1.5,300.999995,95,-9.2,0
250319870430,1.5,254.999987,95,-9.5,0
250319870530,2.4,222.999997,95,-8.8,0
250319870630,3.9,232.999991,94,-7.6,77.778
250319870730,5.5,236.999997,95,-6.7,250
250319870830,8.2,233.999999,95,-6.9,438.889
250319870930,8.4,235,95,-5.6,605.556
250319871030,8.3,239.000002,94,-5.8,719.444
250319871130,6.7,241.000003,94,-5.6,780.556
250319871230,7.7,239,93,-5.2,794.444
250319871330,9.5,230.000001,91,-6.3,736.111
250319871430,10.5,239,92,-5.7,552.778
250319871530,9.999999,235,92,-6.2,350
250319871630,7.8,245.000004,92,-6.3,288.889
250319871730,7.4,263.999997,93,-6.6,66.667
250319871830,5.6,356.000003,94,-5.8,0
250319871930,5.9,336.000001,93,-6.2,0
250319872030,6.1,343.999998,93,-5.8,0
250319872130,3.9,297.999996,93,-6,0
250319872230,3.2,300.000003,93,-5.6,0
