Date12[DDMMYYYYhhmm],snow_depth[mm],snow_water_equivalent[mm],Tair[C],Tsurface[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2]
15/10/2011 13:00,0.000000,0.000000,8.825812,26.357411,215.264156,215.264156,495.579508,391.702645,103.876863,314.350556
15/10/2011 14:00,0.000000,0.000000,10.323754,23.892256,181.065333,181.065333,390.424790,280.594116,109.830674,331.407960
15/10/2011 15:00,0.000000,0.000000,10.674542,10.538525,38.492403,38.492403,102.699487,0.000000,102.699487,331.841909
15/10/2011 16:00,0.000000,0.000000,9.622092,8.561937,17.121613,17.121613,70.969369,0.000000,70.969369,322.006218
15/10/2011 17:00,0.000000,0.000000,7.894805,5.015007,-19.159132,-19.159132,6.076197,0.000000,6.076197,315.389490
15/10/2011 18:00,0.000000,0.000000,6.214477,3.992726,-28.324111,-28.324111,0.064145,0.000000,0.064145,307.741860
15/10/2011 19:00,0.000000,0.000000,4.003692,3.084470,-35.948844,-35.948844,0.000677,0.000000,0.000677,299.135968
15/10/2011 20:00,0.000000,0.000000,1.841712,2.117704,-43.857284,-43.857284,0.000007,0.000000,0.000007,290.577575
15/10/2011 21:00,0.000000,0.000000,1.037260,1.675206,-46.151019,-46.151019,0.000000,0.000000,0.000000,287.266569
15/10/2011 22:00,0.000000,0.000000,0.490664,1.304208,-47.658070,-47.658070,0.000000,0.000000,0.000000,285.074759
15/10/2011 23:00,0.000000,0.000000,0.111486,1.045235,-48.007982,-48.007982,0.000000,0.000000,0.000000,283.390231
16/10/2011 00:00,0.000000,0.000000,-0.083758,0.797936,-48.261570,-48.261570,0.000000,0.000000,0.000000,282.424638
16/10/2011 01:00,0.000000,0.000000,-0.207301,0.602884,-48.015818,-48.015818,0.000000,0.000000,0.000000,281.781784
16/10/2011 02:00,0.000000,0.000000,-0.464115,0.413481,-47.764739,-47.764739,0.000000,0.000000,0.000000,280.811184
16/10/2011 03:00,0.000000,0.000000,-0.835643,0.112986,-48.682030,-48.682030,0.000000,0.000000,0.000000,279.250649
16/10/2011 04:00,0.000000,0.000000,-0.894709,-0.045303,-47.562327,-47.562327,0.000000,0.000000,0.000000,278.898412
16/10/2011 05:00,0.000000,0.000000,-0.520047,0.040619,-45.226409,-45.226409,0.000000,0.000000,0.000000,280.059000
16/10/2011 06:00,0.000000,0.000000,-0.362496,0.167848,-42.038011,-42.038011,4.487825,0.000000,4.487825,280.551474
16/10/2011 07:00,0.000000,0.000000,-0.342768,3.032528,-11.354672,-11.354672,73.532764,7.288403,66.244360,280.552643
16/10/2011 08:00,0.000000,0.000000,-0.352189,7.862493,37.752636,37.752636,191.256671,57.041550,134.215122,281.475067
16/10/2011 09:00,0.000000,0.000000,0.813952,12.491684,82.571809,82.571809,290.643247,109.307240,181.336006,287.859742
16/10/2011 10:00,0.000000,0.000000,3.970350,17.855355,132.829774,132.829774,364.031181,152.578083,211.453098,302.624678
16/10/2011 11:00,0.000000,0.000000,6.464782,24.894101,197.733797,197.733797,476.644873,306.241858,170.403015,312.721651
16/10/2011 12:00,0.000000,0.000000,8.524083,26.200719,201.595459,201.595459,541.947382,424.815238,117.132144,323.760779
16/10/2011 13:00,0.000000,0.000000,9.704089,23.934073,170.006069,170.006069,486.366941,370.747075,115.619866,329.295623
16/10/2011 14:00,0.000000,0.000000,10.503205,21.042477,133.949506,133.949506,380.071086,266.943573,113.127513,331.838667
16/10/2011 15:00,0.000000,0.000000,11.049241,11.032428,27.805695,27.805695,103.792032,0.000000,103.792032,333.246840
16/10/2011 16:00,0.000000,0.000000,10.187180,9.089088,7.500432,7.500432,68.716292,0.000000,68.716292,326.119999
16/10/2011 17:00,0.000000,0.000000,8.467162,6.063756,-22.841364,-22.841364,4.645360,0.000000,4.645360,319.250354
16/10/2011 18:00,0.000000,0.000000,6.928815,5.171469,-30.315251,-30.315251,0.049040,0.000000,0.049040,312.491161
16/10/2011 19:00,0.000000,0.000000,4.502791,4.140736,-38.886129,-38.886129,0.000518,0.000000,0.000518,303.025891
16/10/2011 20:00,0.000000,0.000000,2.990262,3.416953,-44.009552,-44.009552,0.000005,0.000000,0.000005,296.854827
16/10/2011 21:00,0.000000,0.000000,1.414230,2.691642,-48.964276,-48.964276,0.000000,0.000000,0.000000,290.729545
16/10/2011 22:00,0.000000,0.000000,0.703985,2.211234,-51.264648,-51.264648,0.000000,0.000000,0.000000,287.503276
16/10/2011 23:00,0.000000,0.000000,0.320461,1.811488,-52.693194,-52.693194,0.000000,0.000000,0.000000,285.764029
17/10/2011 00:00,0.000000,0.000000,0.139079,1.593471,-52.272086,-52.272086,0.000000,0.000000,0.000000,284.892251
17/10/2011 01:00,0.000000,0.000000,-0.301508,1.314564,-52.533968,-52.533968,0.000000,0.000000,0.000000,283.217620
17/10/2011 02:00,0.000000,0.000000,-1.259808,0.805704,-55.155308,-55.155308,0.000000,0.000000,0.000000,279.955722
17/10/2011 03:00,0.000000,0.000000,-1.117276,0.799154,-52.627864,-52.627864,0.000000,0.000000,0.000000,280.612873
17/10/2011 04:00,0.000000,0.000000,-0.968133,0.635520,-51.840033,-51.840033,0.000000,0.000000,0.000000,280.833990
17/10/2011 05:00,0.000000,0.000000,-0.930922,0.526758,-50.577657,-50.577657,0.000000,0.000000,0.000000,280.873259
17/10/2011 06:00,0.000000,0.000000,0.755114,1.272848,-40.766529,-40.766529,4.451828,0.000000,4.451828,286.727166
17/10/2011 07:00,0.000000,0.000000,1.030560,3.990293,-11.503882,-11.503882,73.122805,7.738485,65.384320,287.903902
17/10/2011 08:00,0.000000,0.000000,1.063010,8.868351,38.206432,38.206432,196.029709,65.528934,130.500775,288.947691
17/10/2011 09:00,0.000000,0.000000,2.006472,14.038428,88.572547,88.572547,301.892471,129.221120,172.671351,294.390491
17/10/2011 10:00,0.000000,0.000000,4.413646,18.886711,133.432626,133.432626,379.836973,181.350712,198.486260,306.200442
17/10/2011 11:00,0.000000,0.000000,6.803312,24.524541,184.617432,184.617432,417.214023,204.268948,212.945074,317.025088
17/10/2011 12:00,0.000000,0.000000,9.354419,24.794371,178.229363,178.229363,543.550890,432.642400,110.908489,329.807820
