DATE[day/month/year hour:min],t[days],JDfrom0,JD,Qtot[m3/s],Vsup/Dt[m3/s],Vsub/Dt[m3/s],Vchannel[m3],Qoutlandsup[m3/s],Qoutlandsub[m3/s],Qoutbottom[m3/s]
01/06/2000 12:01,0.000694,730638.500694,152.500694,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.182169e-05,0.000000e+00
01/06/2000 12:02,0.001389,730638.501389,152.501389,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.069115e-05,0.000000e+00
01/06/2000 12:03,0.002083,730638.502083,152.502083,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.051219e-05,0.000000e+00
01/06/2000 12:04,0.002778,730638.502778,152.502778,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.041514e-05,0.000000e+00
01/06/2000 12:05,0.003472,730638.503472,152.503472,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.034735e-05,0.000000e+00
01/06/2000 12:06,0.004167,730638.504167,152.504167,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.029484e-05,0.000000e+00
01/06/2000 12:07,0.004861,730638.504861,152.504861,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.025156e-05,0.000000e+00
01/06/2000 12:08,0.005556,730638.505556,152.505556,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.021454e-05,0.000000e+00
01/06/2000 12:09,0.006250,730638.506250,152.506250,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.018210e-05,0.000000e+00
01/06/2000 12:10,0.006944,730638.506944,152.506944,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.015364e-05,0.000000e+00
01/06/2000 12:11,0.007639,730638.507639,152.507639,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.012779e-05,0.000000e+00
01/06/2000 12:12,0.008333,730638.508333,152.508333,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.010466e-05,0.000000e+00
01/06/2000 12:13,0.009028,730638.509028,152.509028,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.008356e-05,0.000000e+00
01/06/2000 12:14,0.009722,730638.509722,152.509722,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.006416e-05,0.000000e+00
01/06/2000 12:15,0.010417,730638.510417,152.510417,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.004620e-05,0.000000e+00
01/06/2000 12:16,0.011111,730638.511111,152.511111,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.002948e-05,0.000000e+00
01/06/2000 12:17,0.011806,730638.511806,152.511806,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.001383e-05,0.000000e+00
01/06/2000 12:18,0.012500,730638.512500,152.512500,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.999131e-06,0.000000e+00
01/06/2000 12:19,0.013194,730638.513194,152.513194,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.985259e-06,0.000000e+00
01/06/2000 12:20,0.013889,730638.513889,152.513889,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.972126e-06,0.000000e+00
01/06/2000 12:21,0.014583,730638.514583,152.514583,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.959653e-06,0.000000e+00
01/06/2000 12:22,0.015278,730638.515278,152.515278,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.947785e-06,0.000000e+00
01/06/2000 12:23,0.015972,730638.515972,152.515972,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.936461e-06,0.000000e+00
01/06/2000 12:24,0.016667,730638.516667,152.516667,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.925632e-06,0.000000e+00
01/06/2000 12:25,0.017361,730638.517361,152.517361,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.915255e-06,0.000000e+00
01/06/2000 12:26,0.018056,730638.518056,152.518056,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.905292e-06,0.000000e+00
01/06/2000 12:27,0.018750,730638.518750,152.518750,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.895712e-06,0.000000e+00
01/06/2000 12:28,0.019444,730638.519444,152.519444,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.887058e-06,0.000000e+00
01/06/2000 12:29,0.020139,730638.520139,152.520139,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.878418e-06,0.000000e+00
01/06/2000 12:30,0.020833,730638.520833,152.520833,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.870229e-06,0.000000e+00
01/06/2000 12:31,0.021528,730638.521528,152.521528,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.862101e-06,0.000000e+00
01/06/2000 12:32,0.022222,730638.522222,152.522222,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.854393e-06,0.000000e+00
01/06/2000 12:33,0.022917,730638.522917,152.522917,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.846617e-06,0.000000e+00
01/06/2000 12:34,0.023611,730638.523611,152.523611,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.839294e-06,0.000000e+00
01/06/2000 12:35,0.024306,730638.524306,152.524306,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.831919e-06,0.000000e+00
01/06/2000 12:36,0.025000,730638.525000,152.525000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.825302e-06,0.000000e+00
01/06/2000 12:37,0.025694,730638.525694,152.525694,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.818871e-06,0.000000e+00
01/06/2000 12:38,0.026389,730638.526389,152.526389,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.812433e-06,0.000000e+00
01/06/2000 12:39,0.027083,730638.527083,152.527083,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.806081e-06,0.000000e+00
01/06/2000 12:40,0.027778,730638.527778,152.527778,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.799846e-06,0.000000e+00
01/06/2000 12:41,0.028472,730638.528472,152.528472,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.793736e-06,0.000000e+00
01/06/2000 12:42,0.029167,730638.529167,152.529167,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.787753e-06,0.000000e+00
